id,title,all_authors,author_gender,category,orthography,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,rfdsd
SvB_BS_232,Vårlik,Mons Kallentoft,M,CRIME,quot,104108,207048,339546,234073,210098,242440,211877,280329,310996,142664,228317
SvB_BS_234,Alkemisten,Paulo Coelho,M,OTHER,quot,205890,283131,147507,170240,215965,164557,267889,253423,415655,199173,232343
SvB_BS_235,Elva minuter,Paulo Coelho,M,OTHER,quot,95466,133792,82311,216702,206675,218497,121969,154145,211913,107902,154936
SvB_BS_237,Låt den rätte komma in,John Ajvide Lindqvist,M,OTHER,quot,130565,140609,195248,202294,189252,112877,67456,200045,126443,132974,149776
SvB_BS_238,Shantaram,Gregory David Roberts,M,OTHER,quot,376443,200454,308304,275806,270496,390578,269333,277735,278211,315235,296260
SvB_BS_240,Femtio nyanser av honom,E.L. James,F,ROMANCE,quot,288780,203852,228493,196821,297848,287068,215347,194742,311464,199217,242363
SvB_BS_241,Femtio nyanser av mörker,E.L. James,F,ROMANCE,quot,257655,339196,245282,280056,247657,325266,277617,340737,248427,268263,283015
SvB_BS_242,Morgon i Jenin,Susan Abulhawa,F,OTHER,quot,188426,131612,81579,97334,134801,119551,191176,89620,208633,142419,138516
SvB_BS_243,Femtio nyanser av frihet,E.L. James,F,ROMANCE,quot,229129,231068,305201,233862,255489,242073,333029,291058,412694,215626,274923
SvB_BS_244,Min fantastiska väninna,Elena Ferrante,F,OTHER,quot,39250,59857,83089,85831,110145,167545,111415,180629,150864,88370,107700
SvB_BS_245,Hennes nya namn,Elena Ferrante,F,OTHER,quot,118046,169047,182939,151895,202504,260680,142634,127372,171199,175646,170196
SvB_BS_246,Toner i natten,Jojo Moyes,F,ROMANCE,quot,380444,325637,336812,243468,254560,356450,417749,221364,278061,247987,306253
SvB_BS_247,Kvinnan på tåget,Paula Hawkins,F,CRIME,quot,21661,117963,223339,176815,287735,232218,236729,247048,168797,245414,195771
SvB_BS_248,Det lilla bageriet på strandpromenaden,Jenny Colgan,F,ROMANCE,quot,207378,224163,337172,296672,426466,219284,279594,200059,319313,256100,276620
SvB_BS_249,Mannen som sökte sin skugga,David Lagercrantz,M,CRIME,quot,91783,349835,354502,434572,419420,55911,374908,372621,218247,156585,282838
SvB_BS_250,Begynnelse,Dan Brown,M,CRIME,quot,359956,387819,336434,303416,320954,235482,341497,245948,438549,391380,336144
SvB_BS_251,Häxan,Camilla Läckberg,F,CRIME,quot,259672,282234,435754,325621,276022,334703,338388,429494,434895,328067,344486
SvB_BS_252,Det förlorade barnet,Elena Ferrante,F,PRESTIGE,quot,149399,162980,198422,166095,182965,220153,182200,183353,223516,186405,185549
SvB_BS_253,"Den som stannar, den som går",Elena Ferrante,F,OTHER,quot,117424,114681,191209,298156,292355,82621,177748,216942,195523,211438,189808
SvB_BS_254,Top dogg,Jens Lapidus,M,CRIME,quot,277898,313952,346558,319060,316401,246012,359362,359012,324307,251469,311403
SvB_BS_255,Törst,Jo Nesbø,M,CRIME,quot,319724,435408,371379,583946,535096,442898,452111,364552,553655,452641,451140
SvB_BS_256,Never let me go,Kazuo Ishiguro,M,PRESTIGE,quot,215033,83342,121234,219404,161197,273424,337440,285226,343824,438911,247901
SvB_BS_257,Det förlovade landet,Mari Jungstedt,F,CRIME,dash,39137,199481,221410,303938,217519,257102,283188,208206,184744,230370,214508
SvB_BS_258,Selfies,Jussi Adler-Olsen,M,CRIME,quot,291031,264848,310514,490661,327780,470371,510044,550457,253880,449274,391884
SvB_BS_259,Sommar på strandpromenaden,Jenny Colgan,F,ROMANCE,quot,255797,291747,435342,450127,395949,374987,235646,394025,155949,295595,328516
SvB_BS_260,Jul i det lilla bageriet på strandpromenaden,Jenny Colgan,F,ROMANCE,quot,154528,345611,426198,251177,446829,310856,298117,423013,313764,339011,330910
SvB_BS_261,Lazarus,Lars Kepler,2,CRIME,dash,240850,271113,280630,292672,175262,233018,138581,268766,228461,73439,220280
SvB_BS_263,Bränn alla mina brev,Alex Schulman,M,OTHER,quot,74787,120016,126761,214683,88673,197580,119643,240627,241619,69246,149364
SvB_BS_264,De som dödar drömmar sover aldrig,Jan Guillou,M,OTHER,quot,93423,126439,124830,234015,174313,256373,112372,99177,124201,257992,160313
SvB_BS_265,En andra chans,Jojo Moyes,F,ROMANCE,quot,321760,346564,351509,337559,316862,309177,353958,323152,407621,146665,321484
SvB_BS_266,Ett mörker mitt ibland oss,Mari Jungstedt,F,CRIME,dash,15313,339983,332865,454903,334551,329868,274094,314599,339421,127160,286276
SvB_BS_267,I fel sällskap,Viveca Sten,F,CRIME,quot,269838,254139,269578,323501,281663,238154,303235,275002,223026,215530,265367
SvB_BS_268,Syndabocken,Sofie Sarenbrant,F,CRIME,quot,107447,191107,376994,244492,225602,211650,242736,268451,360454,164774,239370
SvB_BS_269,En högre rättvisa,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,quot,124782,207014,189262,239210,144374,237470,176558,224330,255482,194326,199281
SvB_BS_270,De vänsterhäntas förening,Håkan Nesser,M,CRIME,quot,226564,327438,330759,348185,280176,192911,494749,293382,411846,381419,328744
SvB_BS_271,Tre timmar,Anders Roslund,M,CRIME,dash,241303,239880,441500,275058,353412,253831,283635,185524,284214,216172,277452
SvB_BS_273,1793,Niklas Natt och Dag,M,CRIME,quot,360544,432728,444454,241966,123534,337123,193179,493420,311610,587324,352588
SvB_BS_274,Den lilla bokhandeln runt hörnet,Jenny Colgan,F,ROMANCE,quot,249798,223607,305065,290445,318103,299988,445650,296642,231799,357720,301880
SvB_BS_275,Silvervägen,Stina Jackson,F,CRIME,dash,113580,213856,167712,284575,312418,346491,224967,282353,206797,246013,239876
SvB_BS_276,Bara ett barn,Malin Persson Giolito,F,CRIME,quot,256692,231385,389626,272977,299869,300108,109478,243576,301064,325804,273058
SvB_BS_277,Ensam i Paris (och andra historier),Jojo Moyes,F,ROMANCE,quot,249088,285133,435484,428191,374246,399860,369986,377560,376438,281105,357710
SvB_BS_278,Husdjuret,Camilla Grebe,F,CRIME,dash,94437,165908,225005,170676,308454,307266,239085,118491,192536,207306,202916
SvB_BS_279,Den tyska flickan,Armando Lucas Correa,M,OTHER,quot,65788,102852,94425,100908,139261,91606,141098,151145,105337,92805,108522
SvB_BS_280,Strandcaféet,Lucy Diamond,F,ROMANCE,quot,157710,281674,297767,305569,397445,347898,361845,319321,220813,376768,306681
SvB_BS_281,Kvinnan i fönstret,A.J. Finn,M,CRIME,quot,162980,269018,292258,182302,276920,201294,114044,304184,306135,367317,247644
SvB_BS_282,Blodlokan,Louise Boije af Gennäs,F,CRIME,quot,264104,320213,357826,248565,337771,286653,426895,327786,346592,363485,327988
SvB_BS_283,Syndafloder,Kristina Ohlsson,F,CRIME,dash,127246,250524,294141,308882,304022,290548,330539,276974,419603,350833,295330
SvB_BS_284,Höstdåd,Anders de la Motte,M,CRIME,quot,178499,320331,248089,260201,292245,340849,347351,372133,206194,232504,279840
SvB_BS_285,Pappas pojke,Emelie Schepp,F,CRIME,dash,310341,404995,424469,320387,491253,352184,338981,279349,422159,385411,372952
SvB_BS_286,Hon som måste dö,David Lagercrantz,M,CRIME,quot,149505,349947,258865,199681,415122,494197,281896,349697,235037,423642,315759
SvB_BS_287,En bur av guld,Camilla Läckberg,F,CRIME,quot,138996,249447,183502,221601,249476,328090,345334,223348,294186,272081,250606
SvB_BS_288,1794,Niklas Natt och Dag,M,CRIME,quot,221924,332141,260219,387322,528647,178464,221292,379195,513775,222674,324565
SvB_BS_289,Den andra dödssynden,Jan Guillou,M,OTHER,quot,145063,177395,270041,148201,139975,106330,218175,131328,97483,121239,155524
SvB_BS_290,Jag ser dig,Mari Jungstedt,F,CRIME,dash,160126,154319,284476,357818,437510,390763,211978,270807,481324,167087,291623
SvB_BS_291,Kniv,Jo Nesbø,M,CRIME,quot,285978,364625,442811,408030,518228,533654,232991,311688,268706,241627,360835
SvB_BS_292,Broder Jakob,Emelie Schepp,F,CRIME,dash,337833,325448,499568,535695,474725,476129,435144,488334,479693,243357,429593
SvB_BS_293,Löparna,Olga Tokarczuk,F,PRESTIGE,dash,15138,78826,46797,50766,56679,18368,15876,69596,78734,62125,49290
SvB_BS_294,Bergens stjärnor,Jojo Moyes,F,ROMANCE,quot,283302,346304,441064,351118,379670,355494,258525,315768,266846,331539,332964
SvB_BS_295,Skamvrån,Sofie Sarenbrant,F,CRIME,quot,169190,208243,357126,282985,162461,194064,298486,222663,244653,200793,234066
SvB_BS_296,Folk med ångest,Fredrik Backman,M,OTHER,quot,206302,107775,250171,192374,317310,341820,497545,524549,422194,288879,314891
SvB_BS_297,I hemlighet begravd,Viveca Sten,F,CRIME,quot,303783,277993,357012,290888,285653,238771,67698,247286,174619,175712,241940
SvB_BS_298,Hundraettåringen som tänkte att han tänkte för mycket,Jonas Jonasson,M,OTHER,dash,108675,252499,328531,327636,289078,162743,151564,146313,214017,230811,221185
SvB_BS_299,Jamåhonleva,Anders Roslund,M,CRIME,dash,154600,175663,230494,349024,437026,236548,411699,391404,249765,333930,297015
SvB_BS_301,En helt vanlig familj,Mattias Edvardsson,M,CRIME,quot,184916,249230,306170,303771,150565,338561,290795,237935,292728,272591,262726
SvB_BS_302,Bokhandeln på Riverside Drive,Frida Skybäck,F,ROMANCE,quot,98208,149439,322776,277191,304853,265324,314265,252066,324085,273099,258131
SvB_BS_303,Tatueraren i Auschwitz,Heather Morris,F,OTHER,quot,134981,326833,328009,237054,221251,444949,312878,338937,161399,252522,275882
SvB_BS_304,Sommar på den lilla ön i havet,Jenny Colgan,F,ROMANCE,quot,128594,261279,268762,380866,353645,294419,207803,299230,310776,342955,284832
SvB_BS_305,Det som göms i snö,Carin Gerhardsen,F,CRIME,dash,214325,294715,171981,254750,155929,220548,192946,59074,196549,202446,196327
SvB_BS_306,Motiv X,Stefan Ahnhem,M,CRIME,quot,254727,370688,247438,172969,400880,349329,416438,297806,345721,216497,307249
SvB_BS_308,På egen hand,Marian Keyes,M,ROMANCE,quot,212518,276531,209650,346212,353222,342557,422843,390023,415083,423542,339218
SvB_BS_309,Spegelmannen,Lars Kepler,2,CRIME,dash,91192,214035,287479,266378,304899,358305,254764,310951,277010,283880,264889
SvB_BS_310,Där kräftorna sjunger,Delia Owens,F,OTHER,quot,172182,185456,156022,291871,202866,242882,508802,263178,569738,318615,291159
SvB_BS_311,Samlade verk,Lydia Sandgren,F,PRESTIGE,quot,133264,170925,152221,258037,164715,189233,235207,164765,109101,158431,173590
SvB_BS_312,Vingar av silver,Camilla Läckberg,F,CRIME,quot,163675,324590,332445,318654,357554,294571,346143,191892,258942,247159,283562
SvB_BS_313,Slutet på historien,Jan Guillou,M,OTHER,quot,16160,234413,195659,212786,144249,221184,211819,113523,16080,126990,149285
SvB_BS_314,Överlevarna,Alex Schulman,M,OTHER,quot,57727,280975,192721,163887,166726,157253,150412,84095,50735,145419,144993
SvB_BS_316,Mytomanen,Sofie Sarenbrant,F,CRIME,quot,249131,302261,377116,433043,313007,340754,356712,297971,323789,224928,321871
SvB_BS_317,Vargasommar,Hans Rosenfeldt,M,CRIME,quot,108439,157155,244725,121280,132097,210762,130554,180614,165206,126389,157721
SvB_BS_318,Renegater,Klas Östergren,M,PRESTIGE,quot,161237,163678,142241,125155,145102,124007,41718,25749,133701,161585,122417
SvB_BS_319,Solsystern : Electras bok,Lucinda Riley,F,ROMANCE,quot,418845,436517,484268,491308,485465,526735,490854,513172,542921,677926,506801
SvB_BS_320,Innan molnen kommer,Mari Jungstedt,F,CRIME,dash,177613,150918,224784,59921,337631,249204,178701,348400,399666,127275,225416
SvB_BS_321,Jag ser allt du gör,Annika Norlin,F,PRESTIGE,quot,113527,312212,179423,221455,222083,192388,145546,187578,210581,56880,184166
SvB_BS_323,Månsystern : Tiggys bok,Lucinda Riley,F,ROMANCE,quot,514763,456235,396575,510521,537438,476650,527695,519409,511224,581530,503204
SvB_BS_324,Nio liv,Emelie Schepp,F,CRIME,dash,339442,401327,366018,483922,386146,400090,424331,410773,349713,312493,387426
SvB_BS_325,Testamente,Nina Wähä,F,PRESTIGE,dash,49434,114542,30879,51577,44614,34363,85203,103624,113336,75563,70314
SvB_BS_327,Tillbaka till den lilla ön i havet,Jenny Colgan,F,ROMANCE,quot,146248,259568,156297,260665,231773,251764,308885,210712,297092,286432,240942
SvB_BS_328,Det sista livet,"Peter Mohlin, Peter Nyström",M,CRIME,quot,157061,152533,262915,194322,295626,267526,411341,352331,251531,196052,254123
SvB_BS_329,Krokodilväktaren,Katrine Engberg,F,CRIME,quot,241004,297996,430942,518207,423015,352295,382568,360267,441715,362030,381004
SvB_BS_330,Bokcirkeln vid världens ände,Frida Skybäck,F,ROMANCE,quot,232175,193444,244310,258169,225412,311932,404531,393297,428333,252767,294438
SvB_BS_331,Råttkungen,Pascal Engman,M,CRIME,quot,198297,248389,248734,179768,263467,216045,238808,296731,279121,130640,229999
SvB_BS_333,Det första chiffret,Denise Rudberg,F,OTHER,dash,393564,340714,257493,395926,476008,387806,491143,389783,418660,422413,397351
SvB_BS_334,Julafton på den lilla ön i havet,Jenny Colgan,F,ROMANCE,quot,64721,229269,198382,184629,257188,154002,192141,175408,243282,205028,190404
