id,title,all_authors,author_gender,translation,publisher,publication_date,subset,award,category,orthography
bstream_059,Offermakaren,Viveca Sten,F,no,Bonnier Audio,2020-10-14,beststreamer,,CRIME,quot
bstream_060,De sju systrarna,Lucinda Riley,F,transl,BZR Publishing AB,2019-10-14,beststreamer,,ROMANCE,quot
bstream_062,Ödesmark,Stina Jackson,F,no,Bonnier Audio,2020-04-09,beststreamer,,CRIME,dash
bstream_063,Tio grisar nere,Denise Rudberg,F,no,Stockholm Text,2020-10-12,beststreamer,,CRIME,dash
bstream_064,Sovsågott,Anders Roslund,M,no,Bonnier Audio,2020-06-15,beststreamer,,CRIME,dash
bstream_065,Skuggan bakom dig,Anna Jansson,F,no,Norstedts,2020-08-13,beststreamer,,CRIME,quot
orig_001,1986 - S1,Jesper Ersgård,M,no,Storytel Original,2018-08-21,original,,CRIME,dash
orig_002,1986 - S2,Jesper Ersgård,M,no,Storytel Original,2019-06-19,original,,CRIME,dash
orig_003,1986 - S3,Jesper Ersgård,M,no,Storytel Original,2020-06-24,original,,CRIME,dash
orig_004,42 kilo kärlek,Felicia Welander,F,no,Storytel Original,2020-04-15,original,,ROMANCE,quot
orig_005,Akademin,Eva Maria Fredensborg,F,no,Storytel Original,2019-03-20,original,,CRIME,quot
orig_006,Akademin 2 - Pojken som försvann,Eva Maria Fredensborg,F,no,Storytel Original,2020-08-26,original,,CRIME,quot
orig_008,Änkornas begravningsbyrå,Johanna Nilsson,F,no,Storytel Original,2020-07-16,original,,OTHER,quot
orig_009,Annars tar jag dig - S1,C S Duffy,F,transl,Storytel Original,2019-02-25,original,,CRIME,quot
orig_010,Av jord är du kommen,Marko Kilpi,M,transl,Storytel Original,2018-06-19,original,,CRIME,dash
orig_011,Bergtagen - S1,"Linda Skugge, Sigrid Tollgård",F,no,Storytel Original,2017-10-31,original,,CRIME,dash
orig_012,"Blod, tvätt & dårar - S1",Max Landergård,M,no,Storytel Original,2016-12-27,original,,OTHER,quot
orig_013,Blodet ropar - S1,Edmond Alonso,M,no,Storytel Original,2016-11-22,original,,CRIME,quot
orig_014,Byvalla - S1,Karin Janson,F,no,Storytel Original,2016-07-26,original,,ROMANCE,quot
orig_015,Byvalla - S2,Karin Janson,F,no,Storytel Original,2017-05-10,original,,ROMANCE,quot
orig_016,Byvalla - S3,Karin Janson,F,no,Storytel Original,2018-02-27,original,,ROMANCE,quot
orig_017,Centralgången - Del 1,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",2,no,Storytel Original,2018-12-01,original,,ROMANCE,quot
orig_018,Dalagatan 14 - S1,"Karina Berg Johansson, Magnus Nordin",2,no,Storytel Original,2017-12-01,original,,CRIME,quot
orig_019,De herrelösa hundarna - S1,Fredrik Hardenborg,M,no,Storytel Original,2017-03-20,original,,CRIME,quot
orig_020,De själlösa - S1,Helene Holmström,F,no,Storytel Original,2017-07-04,original,,CRIME,quot
orig_021,Deadline - S1,Carl V Andersson,M,no,Storytel Original,2017-02-21,original,,CRIME,quot
orig_026,Dolt nummer - S1,Niklas Lindroth,M,no,Storytel Original,2019-08-01,original,,CRIME,quot
orig_027,Drömmen om Tom,Sara Dalengren,F,no,Storytel Original,2020-07-01,original,,ROMANCE,quot
orig_028,Ellen Holms - privatdetektiv - S1,Nicolet Steemers,F,transl,Storytel Original,2018-01-09,original,,CRIME,quot
orig_029,En andra chans - S1,Martyn van Beek,M,transl,Storytel Original,2017-07-11,original,,CRIME,quot
orig_030,En annan strand,Klas Lundström,M,no,Storytel Original,2017-08-28,original,,ROMANCE,dash
orig_031,En ohelig allians - S1,Maria Vickberg,F,no,Storytel Original,2017-09-26,original,,CRIME,quot
orig_032,Evas första vecka som död - S1,Anders Fager,M,no,Storytel Original,2017-04-11,original,,OTHER,quot
orig_033,Fader Malakis ögon - S01,Marko Hautala,M,transl,Storytel Original,2018-12-25,original,,CRIME,quot
orig_034,Förändringarnas vindar - Del 1,Veronica Almer,F,no,Storytel Original,2020-06-22,original,,ROMANCE,quot
orig_035,Gäddsimmerskan - S1,Cecilia Klang,F,no,Storytel Original,2018-07-03,original,,ROMANCE,quot
orig_036,Gäddsimmerskan och bryggmästarens kärlek - S2E1,Cecilia Klang,F,no,Storytel Original,2020-01-03,original,,ROMANCE,quot
orig_037,Graffitimorden,Christian Holmqvist,M,no,Storytel Original,2016-09-20,original,,CRIME,quot
orig_038,Gustav III checkar in - S1,Christian Holmqvist,M,no,Storytel Original,2016-06-14,original,,OTHER,quot
orig_039,Gustav III checkar in - S2,Christian Holmqvist,M,no,Storytel Original,2017-10-17,original,,OTHER,quot
orig_040,Gustav III checkar in – julspecial,Christian Holmqvist,M,no,Storytel Original,2016-12-20,original,,OTHER,quot
orig_041,Ha ett underbart år,Tove Meyer,F,no,Storytel Original,2020-06-09,original,,ROMANCE,quot
orig_042,Härifrån till dig,Albert Lindemalm,M,no,Storytel Original,2017-05-25,original,,ROMANCE,quot
orig_043,I krig och kärlek,"Caroline Grimwalker, Leffe Grimwalker",2,no,Storytel Original,2016-09-27,original,,ROMANCE,quot
orig_044,Jordbunden - S1,Erik Thulin,M,no,Storytel Original,2016-11-01,original,,CRIME,dash
orig_045,Jordbunden - S2,Erik Thulin,M,no,Storytel Original,2017-09-05,original,,CRIME,quot
orig_046,Jordbunden - S3,Erik Thulin,M,no,Storytel Original,2019-06-07,original,,CRIME,quot
orig_047,Jul i Byvalla,Karin Janson,F,no,Storytel Original,2016-12-20,original,,ROMANCE,quot
orig_048,Jul på Huvudkontoret,Gunnar Svensén,M,no,Storytel Original,2019-12-01,original,,ROMANCE,quot
orig_049,Jungfruresan - S1,Joel Arvidsson,M,no,Storytel Original,2018-10-02,original,,OTHER,quot
orig_050,Kalla fötter - S1,Karin Janson,F,no,Storytel Original,2019-07-17,original,,ROMANCE,quot
orig_051,Kämpa tjejer! - S1,Jenny Gromark Wennberg,F,no,Storytel Original,2018-10-09,original,,ROMANCE,quot
orig_052,Kropparna i Timmerdalen - S1,Gustaf Gustafsson,M,no,Storytel Original,2017-04-28,original,,OTHER,quot
orig_053,Lillforsa Ladies,Karin Janson,F,no,Storytel Original,2020-12-01,original,,ROMANCE,quot
orig_054,Majken Linds mordmysterier - S1,"Boel Bermann, Olle Söderström",2,no,Storytel Original,2018-03-19,original,,CRIME,quot
orig_055,Maskeradstaden,Maria Monciu,F,no,Storytel Original,2016-08-02,original,,OTHER,quot
orig_056,Mördarens syster,Emma Andersson,F,no,Storytel Original,2019-04-23,original,,CRIME,quot
orig_057,Mörkermannen,Anna Bågstam,F,no,Storytel Original,2021-01-11,original,,CRIME,quot
orig_058,Mörkt arv - S1,Arianna Bommarco,F,no,Storytel Original,2017-11-28,original,,CRIME,quot
orig_059,Nära gränsen – Gisslan,Daniel Åberg,M,no,Storytel Original,2019-07-30,original,,CRIME,quot
orig_060,Nära gränsen – Hotet,Daniel Åberg,M,no,Storytel Original,2020-11-25,original,,CRIME,quot
orig_061,Nina i Granbergsbyn - S1,Anna Holmström Degerman,F,no,Storytel Original,2018-11-06,original,,ROMANCE,quot
orig_062,Nina i Granbergsbyn - S2,Anna Holmström Degerman,F,no,Storytel Original,2019-11-13,original,,ROMANCE,quot
orig_063,Ögonvittnet,Anna Bågstam,F,no,Storytel Original,2018-05-15,original,,CRIME,quot
orig_064,Önskebrunnen - S1,"Felicia Welander, Peo Bengtsson",2,no,Storytel Original,2017-09-19,original,,CRIME,quot
orig_065,Panopticon,JC Koldemo,F,no,Storytel Original,2020-09-02,original,,OTHER,quot
orig_067,Ryggdjur,Hanna von Corswant,F,no,Storytel Original,2016-11-08,original,,CRIME,quot
orig_068,Saknad - S1,Lone Theils,F,transl,Storytel Original,2019-09-16,original,,CRIME,quot
orig_069,Samtal pågår,"Henrik Karlsson, Tiina Nevala",2,no,Storytel Original,2016-10-11,original,,ROMANCE,quot
orig_070,Sekten - S1,Maria Nordström,F,no,Storytel Original,2019-03-27,original,,CRIME,quot
orig_071,Semesterkaos på Huvudkontoret,Gunnar Svensén,M,no,Storytel Original,2019-07-09,original,,ROMANCE,quot
orig_072,Skuggspelet,Anna Bågstam,F,no,Storytel Original,2019-10-07,original,,CRIME,quot
orig_073,Slutspel,Nina Hampusson,F,no,Storytel Original,2020-10-16,original,,OTHER,quot
orig_074,Sofia Tholls kabinett - S1,Elisabeth Östnäs,F,no,Storytel Original,2017-06-13,original,,CRIME,quot
orig_075,Stackars Birger - S1,Martina Montelius,F,no,Storytel Original,2018-09-18,original,,OTHER,quot
orig_076,Stockholm Psycho,Anna Bågstam,F,no,Storytel Original,2016-10-25,original,,CRIME,quot
orig_077,Storm,Karina Berg Johansson,F,no,Storytel Original,2020-07-22,original,,CRIME,quot
orig_078,Summer Karlsson - S1,Johanna Nilsson,F,no,Storytel Original,2017-03-07,original,,ROMANCE,quot
orig_079,Summer Karlsson - S2,Johanna Nilsson,F,no,Storytel Original,2017-10-24,original,,ROMANCE,quot
orig_080,Summer Karlsson - S3,Johanna Nilsson,F,no,Storytel Original,2018-09-25,original,,ROMANCE,quot
orig_081,Svart stjärna - S1,"Jesper Ersgård, Joakim Ersgård",M,no,Storytel Original,2016-07-05,original,,OTHER,dash
orig_082,Svart stjärna - S2,"Jesper Ersgård, Joakim Ersgård",M,no,Storytel Original,2016-12-13,original,,OTHER,dash
orig_083,Svart stjärna - S3,"Jesper Ersgård, Joakim Ersgård",M,no,Storytel Original,2017-07-18,original,,OTHER,dash
orig_085,Tick Tack - S1,Leffe Grimwalker,M,no,Storytel Original,2016-08-16,original,,CRIME,quot
orig_086,Tick Tack - S2,Leffe Grimwalker,M,no,Storytel Original,2017-03-28,original,,CRIME,quot
orig_087,Tick Tack - S3,Leffe Grimwalker,M,no,Storytel Original,2018-07-17,original,,CRIME,quot
orig_088,Tio platser du måste besöka efter min död,Karin Wallén,F,no,Storytel Original,2017-08-15,original,,ROMANCE,quot
orig_089,Utpost,Dmitry Glukhovsky,M,transl,Storytel Original,2019-09-25,original,,OTHER,quot
orig_091,Vargland - S1,Björn Olofsson,M,no,Storytel Original,2016-06-21,original,,CRIME,quot
orig_092,Vargland - S2,Björn Olofsson,M,no,Storytel Original,2017-08-08,original,,CRIME,quot
orig_093,Vespers vidunderliga äventyr,Ida Kjellin,F,no,Storytel Original,2016-11-15,original,,OTHER,quot
orig_094,Victoria Bonde - Jakten,Leffe Grimwalker,M,no,Storytel Original,2020-08-12,original,,CRIME,quot
orig_095,Virus:1,Daniel Åberg,M,no,Storytel Original,2016-07-12,original,,OTHER,quot
orig_096,Virus:2,Daniel Åberg,M,no,Storytel Original,2017-01-24,original,,OTHER,quot
orig_097,Virus:3,Daniel Åberg,M,no,Storytel Original,2017-06-28,original,,OTHER,quot
orig_098,Virus:4,Daniel Åberg,M,no,Storytel Original,2018-04-03,original,,OTHER,quot
orig_099,Virus:5,Daniel Åberg,M,no,Storytel Original,2018-10-23,original,,OTHER,quot
orig_100,Virus:6,Daniel Åberg,M,no,Storytel Original,2019-05-05,original,,OTHER,quot
orig_101,Virus:7,Daniel Åberg,M,no,Storytel Original,2020-05-05,original,,OTHER,quot
orig_102,Westins bageri & kafé - S1,Solja Krapu-Kallio,F,no,Storytel Original,2016-12-01,original,,ROMANCE,dash
orig_103,Westins bageri & kafé - S2,Solja Krapu-Kallio,F,no,Storytel Original,2017-10-03,original,,ROMANCE,dash
orig_104,Westins bageri & kafé - S3,Solja Krapu-Kallio,F,no,Storytel Original,2018-04-17,original,,ROMANCE,dash
orig_105,Westins bageri & kafé - S4,Solja Krapu-Kallio,F,no,Storytel Original,2019-01-29,original,,ROMANCE,dash
SvB_BS_001,Da Vinci-koden,Dan Brown,M,transl,Bonnier Audio,2009-10-05,bestseller,,CRIME,quot
SvB_BS_002,Tjuvarnas marknad,Jan Guillou,M,no,Piratförlaget,2004-09-01,bestseller,,CRIME,quot
SvB_BS_004,Skuggorna och regnet,Håkan Nesser,M,no,Norstedts,2006-05-01,bestseller,,CRIME,quot
SvB_BS_006,Boken om Blanche och Marie,Per Olov Enquist,M,no,Norstedts,2008-07-01,bestseller,August,PRESTIGE,dash
SvB_BS_007,Gregorius,Bengt Ohlsson,M,no,Bonnier Audio,2010-05-28,bestseller,August,PRESTIGE,dash
SvB_BS_008,Den röda vargen,Liza Marklund,F,no,Piratförlaget,2003-06-01,bestseller,,CRIME,dash
SvB_BS_009,"En annan tid, ett annat liv",Leif G.W. Persson,M,no,Bonnier Audio,2014-05-01,bestseller,,CRIME,dash
SvB_BS_010,Bortom sanningen,Anne Holt,F,transl,Piratförlaget,2006-06-01,bestseller,,CRIME,dash
SvB_BS_011,Ett öga rött,Jonas Hassen Khemiri,M,no,Bonnier Audio,2017-05-15,bestseller,,OTHER,quot
SvB_BS_012,Solstorm,Åsa Larsson,F,no,Bonnier Audio,2007-11-13,bestseller,,CRIME,dash
SvB_BS_013,Änglar och demoner,Dan Brown,M,transl,Bonnier Audio,2009-10-01,bestseller,,CRIME,quot
SvB_BS_014,I cirkelns mitt,Dan Brown,M,transl,Bonnier Audio,2009-10-01,bestseller,,CRIME,quot
SvB_BS_015,Linda - som i Lindamordet,Leif G.W. Persson,M,no,Bonniers,2005,bestseller,,CRIME,dash
SvB_BS_016,Gangsters,Klas Östergren,M,no,Bokförlaget Polaris,2005,bestseller,August,PRESTIGE,quot
SvB_BS_017,Kennedys hjärna,Henning Mankell,M,no,Leopard Förlag,2018-02-23,bestseller,,OTHER,dash
SvB_BS_018,Stenhuggaren,Camilla Läckberg,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,quot
SvB_BS_019,Efter alla år av saknad,Peter Robinson,M,transl,Bonnier Audio,2018-05-04,bestseller,,CRIME,quot
SvB_BS_020,Det blod som spillts,Åsa Larsson,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,dash
SvB_BS_021,Predikanten,Camilla Läckberg,F,no,Bonnier Audio,2007-11-05,bestseller,,CRIME,quot
SvB_BS_022,Små citroner gula,Kajsa Ingemarsson,F,no,Storyside,2006-05-01,bestseller,,ROMANCE,quot
SvB_BS_023,Tillsammans är man mindre ensam,Anna Gavalda,F,transl,Bonnier Audio,2007-09-21,bestseller,,ROMANCE,dash
SvB_BS_024,Madame Terror,Jan Guillou,M,no,Piratförlaget,2006-08-01,bestseller,,CRIME,quot
SvB_BS_025,Nobels testamente,Liza Marklund,F,no,Piratförlaget,2006-06-01,bestseller,,CRIME,dash
SvB_BS_026,Flickan som lekte med elden,Stieg Larsson,M,no,Norstedts,2007-05-01,bestseller,,CRIME,quot
SvB_BS_027,Olycksfågeln,Camilla Läckberg,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,quot
SvB_BS_028,Svart stig,Åsa Larsson,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,dash
SvB_BS_029,Människa utan hund,Håkan Nesser,M,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,quot
SvB_BS_030,Svinalängorna,Susanna Alakoski,F,no,Bonnier Audio,2007-11-05,bestseller,August,PRESTIGE,dash
SvB_BS_031,Mannen som dog som en lax,Mikael Niemi,M,no,Norstedts,2007-06-01,bestseller,,OTHER,dash
SvB_BS_032,Skam,Karin Alvtegen,F,no,Brombergs,2019-06-24,bestseller,,OTHER,quot
SvB_BS_033,Den amerikanska flickan,Monika Fagerholm,F,no,,2005,bestseller,August,PRESTIGE,quot
SvB_BS_034,Den ryske vännen,Kajsa Ingemarsson,F,no,Storyside,2006-05-01,bestseller,,OTHER,quot
SvB_BS_035,En lek med eld,Peter Robinson,M,transl,Bonnier Audio,2014-07-01,bestseller,,CRIME,quot
SvB_BS_036,Män som hatar kvinnor,Stieg Larsson,M,no,Norstedts,2007-04-01,bestseller,,CRIME,quot
SvB_BS_037,Isprinsessan,Camilla Läckberg,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,quot
SvB_BS_038,Mordet på Harriet Krohn,Karin Fossum,F,transl,Bonnier Audio,2014-06-26,bestseller,,CRIME,dash
SvB_BS_039,Mossvikenfruar - Chansen,Emma Hamberg,F,no,Bonnier Audio,2007-09-21,bestseller,,ROMANCE,quot
SvB_BS_040,Box 21,Roslund & Hellström,M,no,Piratförlaget,2020-01-17,bestseller,,CRIME,dash
SvB_BS_041,Flickan med majblommorna,Karin Wahlberg,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,dash
SvB_BS_042,Luftslottet som sprängdes,Stieg Larsson,M,no,Norstedts,2007-04-01,bestseller,,CRIME,quot
SvB_BS_043,Tyskungen,Camilla Läckberg,F,no,Bonnier Audio,2007-10-19,bestseller,,CRIME,quot
SvB_BS_044,Livstid,Liza Marklund,F,no,Piratförlaget,2007-08-01,bestseller,,CRIME,dash
SvB_BS_045,Faller fritt som i en dröm,Leif G.W. Persson,M,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,dash
SvB_BS_046,En helt annan historia,Håkan Nesser,M,no,Bonnier Audio,2007-11-05,bestseller,,CRIME,quot
SvB_BS_047,Fienden inom oss,Jan Guillou,M,no,Piratförlaget,2007-09-01,bestseller,,CRIME,quot
SvB_BS_049,Tusen strålande solar,Khaled Hosseini,M,transl,Bonnier Audio,2013-06-03,bestseller,,OTHER,quot
SvB_BS_050,Skugga,Karin Alvtegen,F,no,Brombergs,2017-09-01,bestseller,,CRIME,quot
SvB_BS_051,En märklig affär,Peter Robinson,M,transl,Bonnier Audio,2014-07-01,bestseller,,CRIME,quot
SvB_BS_052,Flyga drake,Khaled Hosseini,M,transl,Bonnier Audio,2013-06-03,bestseller,,OTHER,quot
SvB_BS_053,Den döende dandyn,Mari Jungstedt,F,no,Bonnier Audio,2007-09-21,bestseller,,CRIME,dash
SvB_BS_054,Snabba cash,Jens Lapidus,M,no,Bonnier Audio,2007-11-05,bestseller,,CRIME,quot
SvB_BS_055,Montecore,Jonas Hassen Khemiri,M,no,Bonnier Audio,2017-05-15,bestseller,August,PRESTIGE,quot
SvB_BS_056,Nu vill jag sjunga dig milda sånger,Linda Olsson,F,transl,Bonnier Audio,2008-04-01,bestseller,,OTHER,quot
SvB_BS_057,Aldrig fucka upp,Jens Lapidus,M,no,Bonnier Audio,2008-05-27,bestseller,,CRIME,quot
SvB_BS_058,Men inte om det gäller din dotter,Jan Guillou,M,no,Piratförlaget,2008-08-01,bestseller,,CRIME,quot
SvB_BS_059,Sjöjungfrun,Camilla Läckberg,F,no,Bonnier Audio,2008-05-27,bestseller,,CRIME,quot
SvB_BS_060,Kinesen,Henning Mankell,M,no,Leopard Förlag,2018-02-23,bestseller,,CRIME,dash
SvB_BS_061,En plats i solen,Liza Marklund,F,no,Piratförlaget,2008-09-01,bestseller,,CRIME,dash
SvB_BS_062,Den som dödar draken,Leif G.W. Persson,M,no,Bonnier Audio,2008-05-29,bestseller,,CRIME,dash
SvB_BS_063,Till dess din vrede upphör,Åsa Larsson,F,no,Bonnier Audio,2008-09-15,bestseller,,CRIME,dash
SvB_BS_064,Nattfåk,Johan Theorin,M,no,Bonnier Audio,2008-09-15,bestseller,,CRIME,quot
SvB_BS_065,Midvinterblod,Mons Kallentoft,M,no,Storyside,2007-06-01,bestseller,,CRIME,quot
SvB_BS_066,Mig äger ingen,Åsa Linderborg,F,no,Storyside,2007-11-01,bestseller,August,PRESTIGE,dash
SvB_BS_067,Den förlorade symbolen,Dan Brown,M,transl,Bonnier Audio,2009-10-21,bestseller,,CRIME,quot
SvB_BS_068,Fyrvaktaren,Camilla Läckberg,F,no,Bonnier Audio,2009-09-16,bestseller,,CRIME,quot
SvB_BS_069,Den orolige mannen,Henning Mankell,M,no,Leopard Förlag,2018-04-09,bestseller,,CRIME,dash
SvB_BS_070,Hypnotisören - Black edition,Lars Kepler,2,no,Bonnier Audio,2019-06-11,bestseller,,CRIME,dash
SvB_BS_071,Tre sekunder,Roslund & Hellström,M,no,Piratförlaget,2009-05-01,bestseller,,CRIME,dash
SvB_BS_072,Hundraåringen som klev ut genom fönstret och försvann,Jonas Jonasson,M,no,Piratförlaget,2009-09-01,bestseller,,OTHER,dash
SvB_BS_073,Den dubbla tystnaden,Mari Jungstedt,F,no,Bonnier Audio,2009-06-08,bestseller,,CRIME,dash
SvB_BS_074,Den mörka ängeln,Mari Jungstedt,F,no,Bonnier Audio,2008-06-24,bestseller,,CRIME,dash
SvB_BS_075,Sommardöden,Mons Kallentoft,M,no,Storyside,2008-05-01,bestseller,,CRIME,quot
SvB_BS_076,Snömannen,Jo Nesbø,M,transl,Bonnier Audio,2017-01-30,bestseller,,CRIME,quot
SvB_BS_077,Paganinikontraktet,Lars Kepler,2,no,Bonnier Audio,2010-07-15,bestseller,,CRIME,dash
SvB_BS_078,Blodläge,Johan Theorin,M,no,Bonnier Audio,2010-04-29,bestseller,,CRIME,quot
SvB_BS_079,Den döende detektiven,Leif G.W. Persson,M,no,Bonnier Audio,2010-08-13,bestseller,,CRIME,dash
SvB_BS_080,Postcard Killers,Liza Marklund,F,no,Piratförlaget,2010-01-01,bestseller,,CRIME,dash
SvB_BS_081,1222 över havet,Anne Holt,F,transl,Piratförlaget,2008-10-01,bestseller,,CRIME,dash
SvB_BS_082,Bara vanligt vatten,Kajsa Ingemarsson,F,no,Norstedts,2009-04-01,bestseller,,ROMANCE,quot
SvB_BS_083,Boktjuven,Markus Zusak,M,transl,Storyside,2018-09-13,bestseller,,OTHER,quot
SvB_BS_084,Igelkottens elegans,Muriel Barbery,F,transl,Word Audio Publishing,2010-10-01,bestseller,,OTHER,dash
SvB_BS_085,Höstoffer,Mons Kallentoft,M,no,Storyside,2009-05-01,bestseller,,CRIME,quot
SvB_BS_086,I den innersta kretsen,Viveca Sten,F,no,Bonnier Audio,2009-04-08,bestseller,,CRIME,quot
SvB_BS_087,Eldvittnet,Lars Kepler,2,no,Bonnier Audio,2011-11-11,bestseller,,CRIME,dash
SvB_BS_088,Änglamakerskan,Camilla Läckberg,F,no,Bonnier Audio,2011-09-19,bestseller,,CRIME,quot
SvB_BS_089,En dag,David Nicholls,M,transl,A Nice Noise,2010-11-01,bestseller,,OTHER,quot
SvB_BS_090,Livet deluxe,Jens Lapidus,M,no,Bonnier Audio,2011-06-10,bestseller,,CRIME,quot
SvB_BS_091,Brobyggarna,Jan Guillou,M,no,Piratförlaget,2011-09-01,bestseller,,OTHER,quot
SvB_BS_092,Niceville,Kathryn Stockett,F,transl,Bonnier Audio,2010-09-15,bestseller,,OTHER,quot
SvB_BS_093,"Du gamla, du fria",Liza Marklund,F,no,Piratförlaget,2011-11-01,bestseller,,CRIME,dash
SvB_BS_094,Pansarhjärta,Jo Nesbø,M,transl,Bonnier Audio,2017-02-24,bestseller,,CRIME,quot
SvB_BS_095,Det fjärde offret,Mari Jungstedt,F,no,Bonnier Audio,2011-05-17,bestseller,,CRIME,dash
SvB_BS_096,Drömmen förde dej vilse,Anna Jansson,F,no,Norstedts,2010-05-01,bestseller,,CRIME,quot
SvB_BS_098,Det fördolda,"Hans Rosenfeldt, Michael Hjorth",M,no,Norstedts,2010-08-01,bestseller,,CRIME,dash
SvB_BS_099,Huvudjägarna,Jo Nesbø,M,transl,Bonnier Audio,2016-10-04,bestseller,,CRIME,quot
SvB_BS_101,Sankta Psyko,Johan Theorin,M,no,Bonnier Audio,2011-09-29,bestseller,,CRIME,quot
SvB_BS_102,Tusenskönor,Kristina Ohlsson,F,no,Piratförlaget,2010-08-01,bestseller,,CRIME,dash
SvB_BS_103,I grunden utan skuld,Viveca Sten,F,no,Bonnier Audio,2010-03-24,bestseller,,CRIME,quot
SvB_BS_104,I natt är du död,Viveca Sten,F,no,Bonnier Audio,2011-04-11,bestseller,,CRIME,quot
SvB_BS_105,Den femte årstiden,Mons Kallentoft,M,no,Storyside,2011-06-01,bestseller,,CRIME,quot
SvB_BS_106,Utrensning,Sofi Oksanen,F,transl,Bonnier Audio,2010-12-01,bestseller,,PRESTIGE,dash
SvB_BS_107,Ensamma hjärtan och hemlösa hundar,Lucy Dillon,F,transl,Bonnier Audio,2012-06-01,bestseller,,ROMANCE,quot
SvB_BS_108,Strindbergs stjärna,Jan Wallentin,M,no,Bonnier Audio,2010-10-01,bestseller,,CRIME,dash
SvB_BS_109,Sandmannen,Lars Kepler,2,no,Bonnier Audio,2012-11-09,bestseller,,CRIME,dash
SvB_BS_110,Änglavakter,Kristina Ohlsson,F,no,Piratförlaget,2011-04-01,bestseller,,CRIME,dash
SvB_BS_111,Någonstans inom oss,Kajsa Ingemarsson,F,no,Norstedts,2011-07-01,bestseller,,ROMANCE,quot
SvB_BS_112,Torka aldrig tårar utan handskar: 1. Kärleken,Jonas Gardell,M,no,Norstedts,2012-08-01,bestseller,,OTHER,quot
SvB_BS_114,Dandy,Jan Guillou,M,no,Piratförlaget,2012-09-01,bestseller,,OTHER,quot
SvB_BS_115,Den sista akten,Mari Jungstedt,F,no,Bonnier Audio,2012-05-15,bestseller,,CRIME,dash
SvB_BS_117,Två soldater,Roslund & Hellström,M,no,Piratförlaget,2012-05-01,bestseller,,CRIME,dash
SvB_BS_118,Lärjungen,"Hans Rosenfeldt, Michael Hjorth",M,no,Norstedts,2011-08-01,bestseller,,CRIME,dash
SvB_BS_119,I stundens hetta,Viveca Sten,F,no,Bonnier Audio,2012-06-15,bestseller,,CRIME,quot
SvB_BS_120,Till offer åt Molok,Åsa Larsson,F,no,Bonnier Audio,2012-03-20,bestseller,,CRIME,dash
SvB_BS_121,Gengångare,Jo Nesbø,M,transl,Bonnier Audio,2017-02-24,bestseller,,CRIME,quot
SvB_BS_122,En man som heter Ove,Fredrik Backman,M,no,Bonnier Audio,2012-08-27,bestseller,,OTHER,dash
SvB_BS_123,Fjällgraven,"Hans Rosenfeldt, Michael Hjorth",M,no,Norstedts,2012-10-01,bestseller,,CRIME,dash
SvB_BS_124,Helgonet,Carin Gerhardsen,F,no,Norstedts,2011-06-01,bestseller,,CRIME,dash
SvB_BS_126,Felicia försvann,Felicia Feldt,F,no,Storyside,2012-01-01,bestseller,,OTHER,dash
SvB_BS_127,Den tomma stolen,J.K. Rowling ,F,transl,Wahlström & Widstrand,2012,bestseller,,OTHER,quot
SvB_BS_129,Vattenänglar,Mons Kallentoft,M,no,Bonnier Audio,2012-08-06,bestseller,,CRIME,quot
SvB_BS_130,Livet efter dig,Jojo Moyes,F,transl,Printz Publishing,2015-06-26,bestseller,,ROMANCE,quot
SvB_BS_131,Inferno,Dan Brown,M,transl,Bonnier Audio,2013-05-14,bestseller,,CRIME,quot
SvB_BS_132,Little Bee,Chris Cleave,M,transl,A Nice Noise,2012-05-01,bestseller,,OTHER,quot
SvB_BS_133,Den sanna historien om Pinocchios näsa : en roman om ett brott,Leif G.W. Persson,M,no,Bonnier Audio,2013-09-26,bestseller,,CRIME,dash
SvB_BS_134,Analfabeten som kunde räkna,Jonas Jonasson,M,no,Piratförlaget,2013-09-01,bestseller,,OTHER,dash
SvB_BS_135,Innan floden tar oss,Helena Thorfinn,F,no,Norstedts,2013-06-01,bestseller,,OTHER,quot
SvB_BS_136,Mellan rött och svart,Jan Guillou,M,no,Piratförlaget,2013-09-01,bestseller,,OTHER,quot
SvB_BS_137,Paradisoffer,Kristina Ohlsson,F,no,Piratförlaget,2012-04-01,bestseller,,CRIME,dash
SvB_BS_138,Du går inte ensam,Mari Jungstedt,F,no,Bonnier Audio,2013-05-03,bestseller,,CRIME,dash
SvB_BS_139,Lyckliga gatan,Liza Marklund,F,no,Piratförlaget,2013-10-01,bestseller,,CRIME,dash
SvB_BS_140,När skönheten kom till Bro,Anna Jansson,F,no,Norstedts,2012-03-01,bestseller,,CRIME,quot
SvB_BS_141,Polis,Jo Nesbø,M,transl,Bonnier Audio,2017-02-24,bestseller,,CRIME,quot
