id,title,all_authors,author_gender,category,orthography,rfdsd,mninsl,wc
SvB_BS_266,Ett mörker mitt ibland oss,Mari Jungstedt,F,CRIME,dash,286276,12.193895870736085,71176
SvB_BS_267,I fel sällskap,Viveca Sten,F,CRIME,quot,265367,9.43151843084207,105096
SvB_BS_268,Syndabocken,Sofie Sarenbrant,F,CRIME,quot,239370,8.44942748091603,73986
SvB_BS_269,En högre rättvisa,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,quot,199281,8.61911930748965,114918
SvB_BS_270,De vänsterhäntas förening,Håkan Nesser,M,CRIME,quot,328744,11.33688415446072,129493
SvB_BS_271,Tre timmar,Anders Roslund,M,CRIME,dash,277452,13.948158914728682,103762
SvB_BS_273,1793,Niklas Natt och Dag,M,CRIME,quot,352588,32.311730926989334,111711
SvB_BS_274,Den lilla bokhandeln runt hörnet,Jenny Colgan,F,ROMANCE,quot,301880,9.267800212539852,86667
SvB_BS_275,Silvervägen,Stina Jackson,F,CRIME,dash,239876,9.781982942430703,76502
SvB_BS_276,Bara ett barn,Malin Persson Giolito,F,CRIME,quot,273058,22.44302554027505,83671
SvB_BS_277,Ensam i Paris (och andra historier),Jojo Moyes,F,ROMANCE,quot,357710,11.225352112676056,71298
SvB_BS_278,Husdjuret,Camilla Grebe,F,CRIME,dash,202916,9.742395437262358,101017
SvB_BS_279,Den tyska flickan,Armando Lucas Correa,M,OTHER,quot,108522,11.350282485875706,92562
SvB_BS_280,Strandcaféet,Lucy Diamond,F,ROMANCE,quot,306681,9.560352690787473,102530
SvB_BS_281,Kvinnan i fönstret,A.J. Finn,M,CRIME,quot,247644,6.923278879813302,95835
SvB_BS_282,Blodlokan,Louise Boije af Gennäs,F,CRIME,quot,327988,9.722496299950667,120172
SvB_BS_283,Syndafloder,Kristina Ohlsson,F,CRIME,dash,295330,9.099015990159902,100193
SvB_BS_284,Höstdåd,Anders de la Motte,M,CRIME,quot,279840,11.98429669228199,128177
SvB_BS_285,Pappas pojke,Emelie Schepp,F,CRIME,dash,372952,7.494583241211585,90891
SvB_BS_286,Hon som måste dö,David Lagercrantz,M,CRIME,quot,315759,12.058153721024807,93904
SvB_BS_287,En bur av guld,Camilla Läckberg,F,CRIME,quot,250606,11.410610079575596,85828
SvB_BS_288,1794,Niklas Natt och Dag,M,CRIME,quot,324565,27.46767537826685,123051
SvB_BS_289,Den andra dödssynden,Jan Guillou,M,OTHER,quot,155524,11.560053085600531,112015
SvB_BS_290,Jag ser dig,Mari Jungstedt,F,CRIME,dash,291623,13.011251758087202,63445
SvB_BS_291,Kniv,Jo Nesbø,M,CRIME,quot,360835,12.652334720295885,151687
SvB_BS_292,Broder Jakob,Emelie Schepp,F,CRIME,dash,429593,9.15373993095512,92583
SvB_BS_293,Löparna,Olga Tokarczuk,F,PRESTIGE,dash,49290,11.65938864628821,108338
SvB_BS_294,Bergens stjärnor,Jojo Moyes,F,ROMANCE,quot,332964,14.064782908339076,122584
SvB_BS_295,Skamvrån,Sofie Sarenbrant,F,CRIME,quot,234066,8.641969831410826,83220
SvB_BS_296,Folk med ångest,Fredrik Backman,M,OTHER,quot,314891,13.817635270541082,87586
SvB_BS_297,I hemlighet begravd,Viveca Sten,F,CRIME,quot,241940,9.831441048034934,93056
SvB_BS_298,Hundraettåringen som tänkte att han tänkte för mycket,Jonas Jonasson,M,OTHER,dash,221185,11.324160704457897,93026
SvB_BS_299,Jamåhonleva,Anders Roslund,M,CRIME,dash,297015,13.412013862148633,117270
SvB_BS_301,En helt vanlig familj,Mattias Edvardsson,M,CRIME,quot,262726,8.737969574666252,107127
SvB_BS_302,Bokhandeln på Riverside Drive,Frida Skybäck,F,ROMANCE,quot,258131,10.499667110519308,122190
SvB_BS_303,Tatueraren i Auschwitz,Heather Morris,F,OTHER,quot,275882,10.230673316708229,59482
SvB_BS_304,Sommar på den lilla ön i havet,Jenny Colgan,F,ROMANCE,quot,284832,7.917979197622586,93543
SvB_BS_305,Det som göms i snö,Carin Gerhardsen,F,CRIME,dash,196327,11.286880100439422,91582
SvB_BS_306,Motiv X,Stefan Ahnhem,M,CRIME,quot,307249,14.727775856105154,138578
SvB_BS_308,På egen hand,Marian Keyes,M,ROMANCE,quot,339218,8.672609633357297,177815
SvB_BS_309,Spegelmannen,Lars Kepler,2,CRIME,dash,264889,9.019214703425229,122270
SvB_BS_310,Där kräftorna sjunger,Delia Owens,F,OTHER,quot,291159,17.227091633466134,103957
SvB_BS_311,Samlade verk,Lydia Sandgren,F,PRESTIGE,quot,173590,9.986274020464188,230515
SvB_BS_312,Vingar av silver,Camilla Läckberg,F,CRIME,quot,283562,13.388079470198676,71293
SvB_BS_313,Slutet på historien,Jan Guillou,M,OTHER,quot,149285,10.874206578188113,126235
SvB_BS_314,Överlevarna,Alex Schulman,M,OTHER,quot,144993,6.824472573839662,55775
SvB_BS_316,Mytomanen,Sofie Sarenbrant,F,CRIME,quot,321871,9.848527846754168,86255
SvB_BS_317,Vargasommar,Hans Rosenfeldt,M,CRIME,quot,157721,7.101881597062873,98116
SvB_BS_318,Renegater,Klas Östergren,M,PRESTIGE,quot,122417,11.115936409461032,234183
SvB_BS_319,Solsystern : Electras bok,Lucinda Riley,F,ROMANCE,quot,506801,14.955525770683563,242186
SvB_BS_320,Innan molnen kommer,Mari Jungstedt,F,CRIME,dash,225416,12.05271695052717,65927
SvB_BS_321,Jag ser allt du gör,Annika Norlin,F,PRESTIGE,quot,184166,9.389125799573561,47821
SvB_BS_323,Månsystern : Tiggys bok,Lucinda Riley,F,ROMANCE,quot,503204,14.205273603629147,199132
SvB_BS_324,Nio liv,Emelie Schepp,F,CRIME,dash,387426,8.520029673590505,88933
SvB_BS_325,Testamente,Nina Wähä,F,PRESTIGE,dash,70314,10.911642411642411,149288
SvB_BS_327,Tillbaka till den lilla ön i havet,Jenny Colgan,F,ROMANCE,quot,240942,8.340858623242044,93537
SvB_BS_328,Det sista livet,"Peter Mohlin, Peter Nyström",M,CRIME,quot,254123,12.319245546629409,138791
SvB_BS_329,Krokodilväktaren,Katrine Engberg,F,CRIME,quot,381004,20.536585365853657,92818
SvB_BS_330,Bokcirkeln vid världens ände,Frida Skybäck,F,ROMANCE,quot,294438,9.320224719101123,95786
SvB_BS_331,Råttkungen,Pascal Engman,M,CRIME,quot,229999,9.691076624636276,86883
SvB_BS_333,Det första chiffret,Denise Rudberg,F,OTHER,dash,397351,21.02734375,67736
SvB_BS_334,Julafton på den lilla ön i havet,Jenny Colgan,F,ROMANCE,quot,190404,7.653310104529616,69216
