id,title,all_authors,author_gender,category,orthography,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,rfdsd
aug002,En obeskrivlig människa,Kerstin Strandberg,F,PRESTIGE,quot,25709,54348,37636,37116,37381,85078,49046,50371,37106,100477,98356,267426,56204,77413,75007,105779,232768,88259,74496,40827,81541
aug006,I min ungdom speglade jag mig ofta,Per Gunnar Evander,M,PRESTIGE,dash,0,0,0,0,0,0,104005,302451,414824,11357,406213,512851,54991,297669,127316,72325,335326,35864,75912,111178,143118
aug011,Har någon sett mig någon annanstans? Skärvor ur en ganska lång natt,Beate Grimsrud,F,PRESTIGE,dash,95323,98934,219065,331754,79384,307874,181280,209591,39100,119076,202487,190166,346951,120261,77014,97099,218602,119597,196682,48578,164949
aug012,Stundande natten,Carl-Henning Wijkmark,M,PRESTIGE,quot,3141,25141,219359,299623,51540,229415,277010,74796,170333,255185,168342,14456,103080,89196,102451,152734,1256,45255,8171,55311,117294
aug013,Världens sista,Daniel Sjölin,M,PRESTIGE,quot,22653,23878,16531,82874,60816,41633,37959,265973,32449,27755,61837,81037,251633,51429,21633,197591,467959,65306,63265,131455,100281
aug016,Edelcrantz förbindelser,Malte Persson,M,PRESTIGE,dash,287140,107703,29237,146933,123157,174233,167142,223199,4042,66572,22819,558726,183504,10699,90585,158783,100808,0,187114,122920,138266
aug017,Ett annat liv,Per Olov Enquist,M,PRESTIGE,quot,12834,8673,14918,22550,3642,9714,26539,42324,34513,3816,27407,23070,9192,26193,17693,24805,101630,37814,18387,5898,23581
aug019,Den siste greken,Aris Fioretos,M,PRESTIGE,quot,145023,100404,200977,112197,100556,115061,206031,229616,94661,276280,66880,153302,115883,96530,41947,193059,85060,352426,159198,72608,145883
aug020,En liten historia,Eva Adolfsson,F,PRESTIGE,quot,30642,27341,32298,57581,47639,21118,31069,29400,34383,28169,39752,154101,238509,14085,48467,29814,9942,21946,39768,47639,49184
aug022,Ränderna,Magnus Florin,M,PRESTIGE,dash,2959,207101,345562,48521,0,0,75148,34911,104142,128402,398225,92899,21302,66864,224852,339053,258580,189349,286391,291297,155774
aug023,Kioskvridning 140 grader. En wästern,Peter Törnqvist,M,PRESTIGE,dash,94518,52254,97336,32787,17930,54303,2561,13320,87602,64549,99898,27664,81967,126025,95543,23822,92725,104252,427766,410348,100359
aug024,Darling River. Doloresvariationer,Sara Stridsberg,F,PRESTIGE,quot,16260,23984,3659,6504,63008,117480,134553,28049,2846,121187,131301,176829,127642,80894,0,2846,71545,117073,82114,25214,66649
aug026,Välkommen till den här världen:,Amanda Svensson,F,PRESTIGE,quot,5908,0,64254,91984,114845,132619,348227,372368,164697,79054,192024,220909,127400,77946,189069,83118,405465,201330,164697,101588,156879
aug027,Rekviem för John Cummings,Bengt Ohlsson,M,PRESTIGE,dash,148041,91630,82787,134167,44824,84464,113584,103827,43909,92545,86599,67083,71810,112975,80195,70285,68760,17838,91020,49398,82787
aug029,Lacrimosa,Eva-Marie Liffner,F,PRESTIGE,quot,18974,147020,64939,141673,91929,194066,64404,229083,135756,73242,184977,136291,131783,157402,242983,114645,221064,194014,64154,287089,144770
aug030,Korparna,Tomas Bannerhed,M,PRESTIGE,dash,162812,218228,153459,242043,229448,119331,223952,397298,293175,304099,187543,297526,228990,372109,314475,188917,129379,215300,222807,91388,229615
aug031,Springa med åror,Cilla Naumann,F,PRESTIGE,quot,21931,68624,33605,183233,121019,65794,63318,35373,49169,39278,18394,16272,113194,9197,62987,30067,30421,35727,177573,77849,62650
aug032,Ett kort uppehåll på vägen från Auschwitz,Göran Rosenberg,M,PRESTIGE,quot,47250,55259,12845,24237,72710,100097,29319,85313,84586,35143,103005,77315,39263,43373,42172,73194,81920,50897,119486,137421,65739
aug033,En storm kom från paradiset,Johannes Anyuru,M,PRESTIGE,quot,208180,121809,47663,308213,177122,65826,115006,94125,47663,58444,57521,75953,90741,49815,28607,97478,55368,36593,64288,44294,92236
aug037,Liknelseboken. En kärleksroman,Per Olov Enquist,M,PRESTIGE,dash,0,0,0,0,0,20922,9690,27121,137209,55017,0,0,13561,35659,0,76357,0,0,13561,241860,31544
aug038,Porslinsfasaderna,Sven Olov Karlsson,M,PRESTIGE,dash,76445,128882,25233,59783,28339,7373,44255,17081,15528,12811,15910,89286,39984,32220,121894,150175,69876,57842,25621,89286,55392
aug039,Alkemistens dotter. Slutet på universum,Carl-Michael Edenborg,M,PRESTIGE,dash,169377,266200,407556,271203,413560,216662,438079,525644,445584,171879,307481,547160,493620,371028,305729,334751,355517,179635,257193,290968,338441
aug041,Ett så starkt ljus,Lyra Ekström Lindbäck,F,PRESTIGE,quot,94690,104960,117120,162240,69120,26880,52480,123520,58880,27520,131200,41920,92480,342400,358080,65920,161600,295360,16320,145280,124398
aug042,Beckomberga. Ode till min familj,Sara Stridsberg,F,PRESTIGE,quot,134238,168382,272344,234799,193262,312909,151146,378859,266261,141721,368101,434722,241347,370613,193639,430042,345182,291062,351263,144595,271222
aug045,Mary,Aris Fioretos,M,PRESTIGE,quot,47312,56641,40880,81741,38214,72190,169702,122417,58641,89758,98401,68414,69762,177699,145301,11995,123056,121529,143270,34659,88580
aug046,Masja,Carola Hansson,F,PRESTIGE,quot,26645,60928,92945,103716,67551,98836,103703,73564,59420,81071,122717,159389,131974,127487,151238,121982,96072,120355,140856,197423,106893
aug047,Rörelsen. Den andra platsen,John Ajvide Lindqvist,M,PRESTIGE,quot,71528,82712,80848,37978,87139,58714,91566,36580,100652,155908,201072,146785,105778,82945,115797,52423,87139,110205,33551,10021,87467
aug049,Bli som folk,Stina Stoor,F,PRESTIGE,dash,1420,51173,115767,92395,28409,8529,23438,139303,85227,81023,64677,7102,49041,16335,22033,29830,66098,29830,49041,61834,51121
aug051,De polyglotta älskarna,Lina Wolff,F,PRESTIGE,dash,70113,132541,143494,182169,113224,66251,586627,258764,99554,418128,40701,202080,151812,133730,92719,295009,122734,289958,149777,46062,179771
aug053,Aftonland,Therese Bohman,F,PRESTIGE,quot,107558,187568,26899,113413,167575,178779,115231,40712,52345,166485,346657,126863,187205,108688,105780,144259,219920,93421,7270,111232,130398
aug054,Just nu är jag här,Isabelle Ståhl,F,PRESTIGE,quot,40261,124773,112845,93580,148766,224882,185776,333333,307692,303954,343489,255806,278201,289550,279652,293179,292709,464078,414944,353774,257060
aug056,Hastigheten,Jörgen Gassilewski,M,PRESTIGE,dash,65133,542333,85023,225907,302652,191182,162637,90129,550312,370659,175117,454936,91264,613344,343214,0,60452,43699,461778,169723,249971
aug057,I en skog av sumak,Klas Östergren,M,PRESTIGE,quot,10890,86853,29756,142364,97768,26826,32669,52072,58964,77843,69057,87649,87407,151394,82891,59230,21780,86079,45418,58980,68294
aug058,Sidonie & Nathalie. Från Limhamn till Lofoten,Sigrid Combüchen,F,PRESTIGE,quot,10817,24067,12362,11482,23400,25392,39073,85891,9713,9274,12583,61824,206623,44601,39073,11261,20309,32237,35982,17222,36660
aug059,Socialdemokratiska noveller,Björn Runeborg,M,PRESTIGE,dash,58744,147873,152703,134369,120189,147297,653612,432816,118243,22957,37812,313514,60770,104659,140541,143822,2701,58784,222822,114189,159423
aug060,Människan är den vackraste staden,Sami Said,M,PRESTIGE,quot,268937,157206,100444,192744,87858,155479,113031,198174,89832,128825,120158,164610,206318,89832,210760,186575,173741,244817,155726,150790,159794
aug061,Väderfenomen,Anna Fock,F,PRESTIGE,quot,210488,231615,230534,206921,240087,423576,331771,425198,301190,455119,437996,210166,429704,308704,208544,327325,299567,260815,397981,259193,309824
aug062,Odenplan,Daniel Gustafsson,M,PRESTIGE,dash,59084,86283,69532,36662,221239,15803,45182,109355,78698,184260,21808,216814,36662,337125,98609,181100,64791,1580,125790,94817,104262
aug065,Splendor,Stefan Lindberg,M,PRESTIGE,quot,37589,138842,213342,72154,10836,66712,166949,146680,100914,57569,162208,222561,79241,110058,22350,57588,42668,51473,44362,101626,95284
bstream_001,Alla kan se dig,Anna Jansson,F,CRIME,quot,332046,59363,358436,102799,332770,226889,633446,661921,446054,486728,543195,183442,198842,383205,639633,468629,528958,650978,704151,258991,410025
bstream_002,"Falleri, fallera, falleralla",Carin Gerhardsen,F,CRIME,dash,78382,244497,256645,400102,198578,241280,271034,284456,373625,301896,386556,468089,496783,281530,526075,445065,194887,336211,309177,130715,311278
bstream_003,Hämnaren,"Dag Öhrlund, Dan Buthler",M,CRIME,quot,186036,423339,220428,206324,232484,118289,37762,308235,305050,251592,322038,291401,231802,141720,103958,317334,154459,121702,230437,229299,221685
bstream_004,Vita spår,Emelie Schepp,F,CRIME,dash,55048,287922,225631,504461,514690,261967,480305,260718,328111,537758,370185,204743,496409,307073,431027,331665,201523,300914,196083,313166,330464
bstream_005,Dominodöden,Jonas Moström,M,CRIME,quot,290433,423329,443629,341284,421605,235387,473919,422391,365924,436812,426737,311140,453854,290957,400891,448755,232241,297588,270249,308600,364783
bstream_006,Den gränslöse,Jussi Adler-Olsen,M,CRIME,quot,377265,333830,499752,490072,404195,520228,237061,512286,468603,507198,627575,573343,495781,483431,484984,417349,268553,223629,406677,402755,436729
bstream_007,Skymningsflickan,Katarina Wennstam,F,CRIME,quot,73400,151738,158045,284254,175833,309611,217134,303272,144347,322290,382539,267076,438970,508589,347782,287935,483746,231493,406461,311043,290277
bstream_008,En mörkare himmel : Gran Canaria,"Mari Jungstedt, Ruben Eliassen",2,CRIME,dash,1500,203859,120660,135263,327904,219507,229533,342122,186241,251233,144480,217960,382208,133090,448875,331976,300536,125804,286602,215434,230235
bstream_009,I sanningens namn,Viveca Sten,F,CRIME,quot,198050,173100,243348,274076,172085,381881,315319,140768,421983,381552,332927,246851,330896,295205,132873,163315,240959,297380,196059,311459,262504
bstream_010,Rädslans fångar : Ett nytt fall för Maria Wern,Anna Jansson,F,CRIME,quot,300242,145431,390817,263401,244015,165641,101714,291740,744344,498682,163225,413005,408522,357865,335677,661028,632989,354789,634446,470782,378923
bstream_011,Kärlek sökes,Carin Hjulström,F,ROMANCE,dash,453156,320415,372271,410951,348435,306769,434419,440138,284934,264010,485174,450691,326601,336911,442140,539119,348008,417213,363355,378275,386151
bstream_012,Där inga ögon ser,Dag Öhrlund,M,CRIME,quot,142058,276460,131930,588376,420842,550786,287846,559584,432036,296721,270061,215085,395894,350746,332978,401919,476406,531983,322581,384964,368458
bstream_013,Motvind,"Dag Öhrlund, Dan Buthler",M,CRIME,quot,254249,312259,357353,258554,264899,184908,179243,204849,316565,416497,143893,226150,174938,322910,339678,366871,392250,75685,335599,202810,266508
bstream_014,På sex meters djup,Denise Rudberg,F,CRIME,dash,450652,637833,58140,455190,589336,357913,513330,503687,581963,419858,479580,778503,663925,807998,602382,623086,763188,640953,774248,421560,556170
bstream_015,Prio ett,Emelie Schepp,F,CRIME,dash,333674,267689,252556,299591,446012,451125,370348,368098,431493,361145,409528,178937,315542,431697,613906,485276,375869,365644,207771,213906,358991
bstream_017,Mordbrännaren,"Anders Gustafson, Johan Kant",M,CRIME,dash,202575,197102,271389,294618,189512,168123,325592,195952,316007,112925,106486,112006,114305,292481,411224,191582,194112,257130,388454,342916,234226
bstream_018,Midnattsflickor,Jonas Moström,M,CRIME,quot,40443,276501,683908,474771,419753,422520,287205,475096,433589,98999,378246,213921,346105,334043,297148,114091,326166,436994,151128,262934,323680
bstream_019,När livet börjar om,Lucy Dillon,F,ROMANCE,quot,293917,343590,310550,407770,452779,373795,323976,470505,396909,381310,429604,410805,406268,419396,353233,373653,446051,581679,371526,349830,394857
bstream_020,Välkommen hem,Ninni Schulman,F,CRIME,quot,193172,266129,344029,228037,223023,405113,428106,360329,232115,323782,400137,343171,367645,461393,334077,221174,246698,301990,290151,329444,314983
bstream_021,Sov du lilla videung,"Cilla Börjlind, Rolf Börjlind",2,CRIME,dash,201966,78000,201000,301667,280333,198000,276500,138500,192667,210667,216333,217833,274833,156667,209000,201833,205167,207667,178667,293833,212057
bstream_022,Den hemliga kvinnan,Anna Ekberg,F,CRIME,dash,184981,372265,182773,189836,210508,205512,194315,200517,299397,111972,224767,396038,317829,274935,101292,194660,140913,228079,211714,164686,220349
bstream_023,Det du inte vet,Anna Jansson,F,CRIME,quot,309622,358047,340700,226341,200092,377993,596592,767495,675570,363113,441068,394888,392035,205618,458899,566529,603039,324355,386369,272392,413040
bstream_024,Tryggare kan ingen vara,Dag Öhrlund,M,CRIME,quot,284335,631376,407071,399343,360896,365269,452087,451700,421368,594281,528105,236090,419049,708655,529366,517481,552164,325734,291345,238408,435706
bstream_025,Uppståndelsen,"Dag Öhrlund, Dan Buthler",M,CRIME,quot,139554,444934,191630,136839,258811,184747,447963,238161,234031,250275,341866,227974,138216,428689,87004,348018,313877,594989,592236,317181,295848
bstream_026,De sju som såg,Denise Rudberg,F,CRIME,dash,466915,599828,620917,508737,382412,543840,432827,445145,837536,608422,446577,352149,702664,823833,652722,725580,469493,619198,455170,469914,558191
bstream_027,Trogen intill döden,Jonas Moström,M,CRIME,quot,197942,441372,618365,576993,208880,434712,504339,319475,465994,288597,388822,341473,309788,342482,513623,449041,380827,268618,335822,225631,380638
bstream_028,Prästens lilla flicka,Susan Casserfelt,F,CRIME,quot,214986,347059,139651,145752,193858,325926,224183,327233,151819,259477,199564,331373,231322,242919,297386,237908,333043,355556,351852,313508,261217
bstream_029,Den tatuerade cirkeln,Susan Casserfelt,F,CRIME,quot,183266,400302,178571,341942,237632,402750,365588,310750,294601,191179,422606,257378,400637,578568,237760,367433,413550,245137,394097,240651,323216
bstream_030,Kvinnan på bänken,Anna Jansson,F,CRIME,quot,175613,202250,586295,276585,408847,637944,280419,336487,655842,491946,638804,604449,562516,486196,524418,341601,443507,591153,476604,427768,457457
bstream_031,Bakom stängda dörrar,B.A. Paris,F,CRIME,quot,420286,207448,280430,384817,286942,340095,222726,494033,193364,91907,320764,188112,260859,318692,322750,463007,512772,351074,289807,388876,316943
bstream_033,5:e Moseboken,Christina Larsson,F,CRIME,quot,489076,503571,445798,650210,486447,487815,500000,636975,393067,496953,527101,693277,497479,477731,573230,614496,724160,574370,418067,259929,522490
bstream_034,Nådastöten,Christina Larsson,F,CRIME,quot,414076,360790,527087,478126,464476,612123,430380,491785,238677,519654,568162,586368,472913,424828,603908,433837,556962,495560,468472,500777,482448
bstream_035,Se till mig som liten är,Dag Öhrlund,M,CRIME,quot,244259,290356,238816,573227,627998,380507,363327,411465,510291,377679,438000,331009,480524,621364,576799,346658,556727,550264,356183,355563,431552
bstream_036,Domaren,Dag Öhrlund,M,CRIME,quot,47196,71243,122347,222607,208270,79039,79039,157211,390344,228237,341273,179082,465469,284106,319186,370940,246807,372239,255955,177350,230899
bstream_037,Hämndens pris,Erik Lewin,M,CRIME,quot,32790,262749,167393,200569,209668,365118,441706,87773,311090,144265,91547,98009,303507,87962,260284,194882,140474,223507,105024,211185,196973
bstream_038,Änglabarnet,"Anders Gustafson, Johan Kant",M,CRIME,quot,7111,118222,153025,397333,235556,326512,325333,0,29359,292444,290667,285587,267556,78222,85409,154667,207111,283808,409778,0,197395
bstream_039,Skuggorna ruva,Jonas Moström,M,CRIME,quot,153200,413400,560712,442200,410000,421484,297200,452600,471894,521200,491400,285257,311200,236400,492498,492000,572200,426685,339800,140428,396588
bstream_040,Ondskans ansikte,Mats Ahlstedt,M,CRIME,dash,238986,317697,344942,453921,354655,462450,337124,411751,394219,316750,410706,533523,370765,541578,397062,553423,383321,398247,375503,401090,399884
bstream_042,Mitt hjärta är ditt,Anna Jansson,F,CRIME,quot,470563,400872,498910,364667,717557,220672,455834,632061,429568,635115,550055,481683,674591,474373,581771,668048,435551,521369,469575,259760,497127
bstream_043,Dotter saknad,Anna Jansson,F,CRIME,quot,6319,105707,292225,260054,520873,278246,351781,404634,433550,413522,466488,455573,564343,487361,292608,569897,467637,587131,470318,227160,382773
bstream_044,Ingen lämnas kvar,Dag Öhrlund,M,CRIME,quot,335463,404955,584898,383662,425087,592062,551878,577816,390126,388115,212156,335721,505420,620790,382769,578397,561363,626718,384437,456534,464917
bstream_045,Under nio nätter,Denise Rudberg,F,CRIME,dash,224458,501703,602786,601734,656037,408176,231889,682255,695356,611644,319814,609786,762539,432332,596285,465779,791641,641685,662539,676370,558740
bstream_046,Snödrev,Helene Tursten,F,CRIME,dash,224750,313199,480879,422828,373014,258874,345362,373799,308688,245931,198863,262797,326927,261424,91194,292214,333595,260639,407335,243185,301275
bstream_047,Offer 2117,Jussi Adler-Olsen,M,CRIME,quot,190977,345728,376623,439508,438551,317430,430485,206288,388927,503349,539576,394395,477102,502529,516336,365824,436500,265755,319207,293096,387409
bstream_048,Sista färjan från Ystad,Karin Alfredsson,F,CRIME,dash,429496,55941,379278,94313,282940,348289,494221,67499,162350,320388,242256,185476,428571,224226,207678,251040,251040,216004,380028,155874,258849
bstream_049,Trojanen,Mats Ahlstedt,M,CRIME,dash,260890,365098,469944,490214,534483,430801,462614,421016,408434,439655,357176,312209,517241,510599,501165,535182,477400,460158,458993,430336,442179
bstream_050,Morden på Mörkö,Samuel Karlsson,M,CRIME,quot,168412,476944,379149,392515,293607,477389,367342,537982,335041,275401,472711,301626,350412,222321,314547,306750,148363,372689,333705,258021,339248
bstream_052,När regnen upphör,Dag Öhrlund,M,CRIME,quot,202857,460980,537920,611783,461758,465817,248626,497252,457143,473730,405144,303583,373407,517257,398989,304023,401538,395472,525170,326006,418421
bstream_053,Dödslistan,Anna Jansson,F,CRIME,quot,80720,308377,358964,431202,304128,604289,647106,340550,314650,395589,474611,685755,281667,337718,536827,589318,309187,473493,341360,476325,414593
bstream_055,Fruset guld,"Cilla Börjlind, Rolf Börjlind",2,CRIME,dash,226387,280975,117316,111340,246298,447901,307216,209560,405547,278163,364574,366942,520337,313027,324213,216682,152390,338643,293721,338894,293008
bstream_059,Offermakaren,Viveca Sten,F,CRIME,quot,118033,70301,107582,131789,263934,267883,216189,224226,86270,345973,209221,305800,294877,267268,222951,146137,189139,277721,49795,151465,197326
bstream_060,De sju systrarna,Lucinda Riley,F,ROMANCE,quot,309586,471488,547215,277227,432823,473521,470117,473162,573990,491811,578413,380992,401745,345129,468324,473879,404733,492170,548171,460849,453768
bstream_062,Ödesmark,Stina Jackson,F,CRIME,dash,95007,256518,230888,139196,114450,129253,136103,192444,147371,163757,128148,137428,194211,258506,182722,202607,314848,274635,241494,189834,186471
bstream_063,Tio grisar nere,Denise Rudberg,F,CRIME,dash,398752,186954,633271,320225,452559,335206,315855,460986,473471,383271,853354,659800,681960,625780,508115,580836,744070,263733,445069,708801,501607
bstream_064,Sovsågott,Anders Roslund,M,CRIME,dash,241186,238206,336058,307800,361662,280009,446287,344232,444315,212985,408220,195703,313098,181457,152032,256656,264301,187763,195469,145726,275661
bstream_065,Skuggan bakom dig,Anna Jansson,F,CRIME,quot,354953,353535,306220,295765,424065,601453,581428,464824,488570,616271,452773,493177,540847,465001,411483,557328,542619,354776,508418,430344,462191
orig_001,1986 - S1,Jesper Ersgård,M,CRIME,dash,367317,333008,277629,177116,225909,112222,41717,378141,295926,209319,470000,237863,386924,439375,429373,282752,313979,218834,297878,296414,289588
orig_002,1986 - S2,Jesper Ersgård,M,CRIME,dash,130322,244648,113647,205128,402588,341567,240235,77629,76471,243002,137850,380000,253352,347059,198071,419059,498471,228941,59280,322588,245992
orig_003,1986 - S3,Jesper Ersgård,M,CRIME,dash,336115,138758,338811,449661,639802,384876,148148,137194,485133,324465,256063,136672,204225,175013,237872,221643,335681,486959,554773,417319,320458
orig_004,42 kilo kärlek,Felicia Welander,F,ROMANCE,quot,154400,261310,352465,277965,251182,194013,268062,151024,217646,256808,353140,228899,52667,272113,252532,252757,407382,299347,327932,395092,261335
orig_005,Akademin,Eva Maria Fredensborg,F,CRIME,quot,256858,222515,372041,405563,377936,260616,358391,315166,348929,386581,340162,187148,320428,358955,333145,354445,460816,265314,279835,152039,317842
orig_006,Akademin 2 - Pojken som försvann,Eva Maria Fredensborg,F,CRIME,quot,241312,227553,333921,361439,451226,292644,218066,339919,285588,349797,285059,220321,324925,446189,257541,345387,332157,187158,303052,166373,298482
orig_008,Änkornas begravningsbyrå,Johanna Nilsson,F,OTHER,quot,328960,223758,413074,444106,278585,403233,432990,419733,431115,425258,520384,420905,413074,393627,564667,437075,499531,305295,313496,468010,406842
orig_009,Annars tar jag dig - S1,C S Duffy,F,CRIME,quot,218003,184275,261559,174447,207058,318070,257092,248157,382176,349196,197230,431986,189189,352692,377485,308465,254188,338173,399821,242627,284594
orig_010,Av jord är du kommen,Marko Kilpi,M,CRIME,dash,273913,167005,170774,187881,335460,175703,399246,75094,215425,215425,309565,142360,172804,263555,170194,294868,411424,202957,345317,202378,236569
orig_011,Bergtagen - S1,"Linda Skugge, Sigrid Tollgård",F,CRIME,dash,76549,201991,168621,274115,206683,402434,76123,330973,186103,356195,339602,485063,135619,396327,156858,356937,237611,260235,304204,102899,252757
orig_012,"Blod, tvätt & dårar - S1",Max Landergård,M,OTHER,quot,324365,375635,391371,529442,438579,276142,529442,523604,223604,435279,377157,357107,440863,319289,404822,292386,573858,414975,490863,581112,414993
orig_013,Blodet ropar - S1,Edmond Alonso,M,CRIME,quot,83877,161017,233811,219252,366362,440243,237940,350934,213603,312256,290091,260973,182312,410691,345067,299435,358974,294437,273359,152141,274340
orig_014,Byvalla - S1,Karin Janson,F,ROMANCE,quot,286467,376193,329149,289051,185083,383630,411853,241838,374843,341788,388749,422797,443245,532396,479789,351833,481668,500126,390758,438724,382500
orig_015,Byvalla - S2,Karin Janson,F,ROMANCE,quot,299449,296803,309151,370673,264388,324587,416979,342668,353032,427658,356781,515546,429768,446748,372216,610143,369570,498346,353252,485664,392170
orig_016,Byvalla - S3,Karin Janson,F,ROMANCE,quot,404008,353372,327731,307759,200172,322129,266595,514975,362853,421336,315018,322775,521439,447629,447964,386339,403879,260720,367593,271983,361314
orig_017,Centralgången - Del 1,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",2,ROMANCE,quot,255869,315110,256918,314439,207781,157639,152608,355190,368774,299514,360389,246017,185980,303874,315445,204427,312762,147912,208117,353346,266105
orig_018,Dalagatan 14 - S1,"Karina Berg Johansson, Magnus Nordin",2,CRIME,quot,104464,144832,345195,332956,249547,285358,276519,399139,250000,219628,153637,264053,263373,256573,344742,211015,304850,204216,178604,238214,251343
orig_019,De herrelösa hundarna - S1,Fredrik Hardenborg,M,CRIME,quot,240732,173004,58935,115019,236454,325333,184886,142110,177044,216017,148527,180371,250951,102662,60599,93394,322243,239306,283508,190397,187074
orig_020,De själlösa - S1,Helene Holmström,F,CRIME,quot,158754,192768,242213,51394,452625,297539,307927,284470,263124,284470,363023,386626,187759,378267,433892,260945,253484,122631,320192,179264,271067
orig_021,Deadline - S1,Carl V Andersson,M,CRIME,quot,283315,283118,293308,435693,243943,342055,341228,311484,401156,387772,358579,526026,481553,666758,499587,420270,314978,358579,460479,235748,382279
orig_026,Dolt nummer - S1,Niklas Lindroth,M,CRIME,quot,15249,247378,165356,211630,214252,240172,199952,471878,98165,201859,238561,445556,247140,138227,251370,405863,262154,299976,241182,305767,245082
orig_027,Drömmen om Tom,Sara Dalengren,F,ROMANCE,quot,113048,116608,214790,165371,217197,174517,310012,219736,236749,180683,241639,166313,178521,293757,332862,265662,197644,258125,174794,281037,216952
orig_028,Ellen Holms - privatdetektiv - S1,Nicolet Steemers,F,CRIME,quot,406176,392255,502613,217866,406985,491449,275362,204086,430879,479449,370397,313064,478498,469708,463658,554526,426467,370309,252554,254217,388029
orig_029,En andra chans - S1,Martyn van Beek,M,CRIME,quot,25249,168017,85723,275249,353803,434850,220698,348815,508728,335100,487843,491584,509663,350998,666459,582606,392768,148067,247818,384352,350920
orig_030,En annan strand,Klas Lundström,M,ROMANCE,dash,309608,342260,393562,357059,465116,303102,380315,338736,430216,235612,372328,462641,380550,362227,455122,268734,457834,131344,272962,473919,359661
orig_031,En ohelig allians - S1,Maria Vickberg,F,CRIME,quot,281842,339931,236876,295611,357358,305938,374355,370052,381024,326592,253657,376291,350688,291523,327668,307229,314114,266136,264415,303422,316236
orig_032,Evas första vecka som död - S1,Anders Fager,M,OTHER,quot,47113,85632,23851,51422,94540,37931,141339,152874,177011,233046,198793,159770,357759,283252,580747,231322,377190,262356,263218,312356,203574
orig_033,Fader Malakis ögon - S01,Marko Hautala,M,CRIME,quot,225393,151832,64660,163132,123560,87435,119110,219953,178796,170681,10995,80911,116492,146073,112827,68866,1571,5759,108901,51846,110439
orig_034,Förändringarnas vindar - Del 1,Veronica Almer,F,ROMANCE,quot,340703,304877,351185,288294,278221,347255,233141,315318,364452,297261,247359,287188,234861,299472,276133,319617,285346,250583,292102,322810,296809
orig_035,Gäddsimmerskan - S1,Cecilia Klang,F,ROMANCE,quot,454709,334836,425417,237945,448501,379450,349256,342497,154799,179400,377873,531546,474313,671924,558711,405588,296981,362100,438486,363985,389416
orig_036,Gäddsimmerskan och bryggmästarens kärlek - S2E1,Cecilia Klang,F,ROMANCE,quot,263449,383883,344996,477972,465574,524136,373035,502325,360053,388311,382112,311116,478858,186850,396368,304627,98517,507750,491919,370903,380636
orig_037,Graffitimorden,Christian Holmqvist,M,CRIME,quot,47329,50152,147645,164753,135224,222873,223108,311460,24373,269276,248828,321303,105226,174127,290602,178814,59761,116475,237638,210921,176994
orig_038,Gustav III checkar in - S1,Christian Holmqvist,M,OTHER,quot,309598,199432,504902,521930,571723,510578,425181,445820,452786,586581,377451,426471,382869,272704,57534,469814,292312,498194,298246,386581,399533
orig_039,Gustav III checkar in - S2,Christian Holmqvist,M,OTHER,quot,447975,515775,568807,495524,369434,702394,506154,502686,403222,490490,400313,333483,444171,604833,484896,424575,534348,431640,309465,279096,462467
orig_040,Gustav III checkar in – julspecial,Christian Holmqvist,M,OTHER,quot,16854,507022,658708,421941,474719,817416,512640,192686,353933,140449,441011,317862,478933,407303,394663,493671,495787,553371,428371,125176,411661
orig_041,Ha ett underbart år,Tove Meyer,F,ROMANCE,quot,125123,68204,193327,85868,203140,241168,182331,254661,163886,134936,451178,316241,236016,186748,434985,225466,266438,302012,306183,206380,229216
orig_042,Härifrån till dig,Albert Lindemalm,M,ROMANCE,quot,153017,125458,331897,231947,220259,239060,247629,114680,251724,264497,259323,204526,144212,268750,259539,227371,343177,187716,348998,339944,238186
orig_043,I krig och kärlek,"Caroline Grimwalker, Leffe Grimwalker",2,ROMANCE,quot,120981,121696,245593,296975,170319,173851,184568,247499,155275,152215,164801,178376,267747,305311,347546,371041,301262,402096,284830,215817,235388
orig_044,Jordbunden - S1,Erik Thulin,M,CRIME,dash,227848,302336,220646,160664,287492,187691,159572,184199,163065,295132,288739,276141,247272,224187,354726,292230,199738,143169,268937,137088,231043
orig_045,Jordbunden - S2,Erik Thulin,M,CRIME,quot,228380,228827,208939,248268,159777,263911,253184,107486,301229,251620,343687,220782,221899,203352,266816,242011,183464,293855,136760,126285,224528
orig_046,Jordbunden - S3,Erik Thulin,M,CRIME,quot,163679,196786,166007,193293,302515,298254,202143,381374,214951,284350,220023,272007,361118,345599,280158,315949,276432,227008,267350,235445,260223
orig_047,Jul i Byvalla,Karin Janson,F,ROMANCE,quot,623377,473436,356553,213948,462810,193625,478158,502364,344746,401417,527745,516548,384888,314050,262102,361702,478158,551358,400236,592199,421966
orig_048,Jul på Huvudkontoret,Gunnar Svensén,M,ROMANCE,quot,116432,122194,180644,249752,303000,142488,206438,217167,210453,140076,168091,198728,311345,240612,170310,165110,220942,224762,202662,283386,203730
orig_049,Jungfruresan - S1,Joel Arvidsson,M,OTHER,quot,120158,208407,139085,294454,178037,247139,240537,295114,334507,286155,211488,143926,180678,201585,219850,253081,298415,189261,242298,143517,221385
