id,title,all_authors,author_gender,category,orthography,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,rfdsd
SvB_BS_089,En dag,David Nicholls,M,OTHER,quot,244583,300091,228554,377842,401940,155956,301712,344044,198090,379509,413913,285996,334647,536900,181873,488481,225826,367384,154744,260988,309155
SvB_BS_090,Livet deluxe,Jens Lapidus,M,CRIME,quot,254365,186515,103903,149610,115685,143364,260894,168346,203549,322118,232789,339674,285025,202271,266714,147764,233641,271256,182399,161698,211579
SvB_BS_091,Brobyggarna,Jan Guillou,M,OTHER,quot,96791,185608,85705,150959,164908,127612,89436,350213,141350,194350,127186,93593,185714,247415,83369,140710,102132,173116,242644,223028,160291
SvB_BS_092,Niceville,Kathryn Stockett,F,OTHER,quot,209367,304890,220864,267611,241680,280804,305095,289639,222800,245098,313567,297991,261648,247035,375045,333333,411957,237594,243737,315783,281277
SvB_BS_093,"Du gamla, du fria",Liza Marklund,F,CRIME,dash,192953,149876,260518,293532,303627,381633,218653,333333,288912,339138,319171,313433,349845,370854,294508,315091,259896,205638,287668,232587,285543
SvB_BS_094,Pansarhjärta,Jo Nesbø,M,CRIME,quot,232683,169393,398949,491238,443458,358879,553154,682360,349533,565304,473660,361332,231893,313785,544509,669509,488551,499416,356308,381893,428289
SvB_BS_095,Det fjärde offret,Mari Jungstedt,F,CRIME,dash,64420,357778,271771,240496,160151,603397,450674,457536,315179,347533,169318,374764,494743,346900,55271,86277,260987,236991,222162,141817,282908
SvB_BS_096,Drömmen förde dej vilse,Anna Jansson,F,CRIME,quot,337764,146437,345031,269340,297733,288734,286337,610942,637612,134699,368490,701460,284220,362170,525501,320985,254522,398431,509479,303400,369165
SvB_BS_098,Det fördolda,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,dash,105602,158582,241173,222290,204790,16270,296285,284771,264661,275100,145510,201566,302426,285539,131409,166999,177617,275253,271262,208474,211776
SvB_BS_099,Huvudjägarna,Jo Nesbø,M,CRIME,quot,507889,106313,165277,160512,637987,288565,160810,268314,136648,158428,47350,41989,595118,201906,16379,154854,319143,553603,581596,343359,272314
SvB_BS_101,Sankta Psyko,Johan Theorin,M,CRIME,quot,311734,223869,134163,136732,194823,273212,129816,196206,172496,237502,154484,201344,259632,206086,91681,303042,394784,145228,298162,260620,216283
SvB_BS_102,Tusenskönor,Kristina Ohlsson,F,CRIME,dash,226408,401467,264671,454203,256939,277954,297978,323156,422284,252033,301546,360230,332871,416138,418319,306701,392942,439136,326725,371208,342146
SvB_BS_103,I grunden utan skuld,Viveca Sten,F,CRIME,quot,250166,101084,129867,239770,174115,195532,296903,262553,254646,173634,338421,212832,177616,286947,234904,255973,242424,217478,287989,166372,224962
SvB_BS_104,I natt är du död,Viveca Sten,F,CRIME,quot,212592,284751,224857,244531,442968,163941,240033,334219,414146,256185,216476,246729,447670,367205,284546,365290,455531,536795,318070,87917,307224
SvB_BS_105,Den femte årstiden,Mons Kallentoft,M,CRIME,quot,135126,164839,116045,213300,187655,200248,117262,172621,255263,295897,202865,243587,57481,248674,175659,188185,331977,168406,134418,101716,185562
SvB_BS_106,Utrensning,Sofi Oksanen,F,PRESTIGE,dash,53913,136471,176679,109272,38789,62441,97895,38553,150426,18685,65043,119442,67171,88673,119915,77815,171003,172185,119915,0,94214
SvB_BS_107,Ensamma hjärtan och hemlösa hundar,Lucy Dillon,F,ROMANCE,quot,347267,296160,256906,322895,400945,367061,348353,421861,340966,284343,484047,416753,218907,414241,366470,377308,485081,350126,429690,414389,367188
SvB_BS_108,Strindbergs stjärna,Jan Wallentin,M,CRIME,dash,32553,130749,140741,85960,192420,281261,365202,432386,151593,236693,209783,262532,90784,22050,377606,61144,181740,473557,63394,100431,194627
SvB_BS_109,Sandmannen,Lars Kepler,2,CRIME,dash,121349,168268,136235,210477,231958,456944,332014,453929,165819,195214,185792,232335,369700,417185,121161,189938,160731,79518,186169,69908,224232
SvB_BS_110,Änglavakter,Kristina Ohlsson,F,CRIME,dash,229751,446091,417328,326862,404094,261867,305683,246868,476266,265972,341098,293983,301570,300741,150521,435151,367279,414329,474325,384222,342201
SvB_BS_111,Någonstans inom oss,Kajsa Ingemarsson,F,ROMANCE,quot,133278,409621,340067,268846,152677,373386,425239,290504,444398,495522,467722,491670,516035,476676,295355,460225,286131,397334,155768,272235,357637
SvB_BS_112,Torka aldrig tårar utan handskar: 1. Kärleken,Jonas Gardell,M,OTHER,quot,149683,78543,49115,109291,132643,74532,57467,83222,69161,180147,42766,37433,55797,156417,187103,173128,169729,134024,134982,58155,106667
SvB_BS_114,Dandy,Jan Guillou,M,OTHER,quot,42276,104327,143648,205691,137127,286900,172066,35764,90298,76072,144240,97609,93065,204465,118949,68564,143845,91879,153132,327208,136856
SvB_BS_115,Den sista akten,Mari Jungstedt,F,CRIME,dash,60187,213067,290634,513679,358223,264886,249517,243322,241069,475378,76923,343418,413260,94977,171226,21886,431928,340521,494689,232453,276566
SvB_BS_117,Två soldater,Roslund & Hellström,M,CRIME,dash,56044,88537,156283,108374,45660,64439,46991,85608,216321,271202,348509,333378,204207,138597,123802,204500,278887,241779,261981,74158,167463
SvB_BS_118,Lärjungen,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,dash,91767,173590,214277,205816,132695,305010,189727,298842,168702,93278,110272,87750,175101,114440,211354,185069,101083,139242,192472,101347,164593
SvB_BS_119,I stundens hetta,Viveca Sten,F,CRIME,quot,129979,263226,247805,249036,416792,229171,285653,273078,308631,139002,473019,452774,197473,402355,361534,250589,219700,345256,341187,157635,287195
SvB_BS_120,Till offer åt Molok,Åsa Larsson,F,CRIME,dash,104940,379669,290071,239953,419858,254374,239007,185816,319149,208038,405201,319858,266430,238298,294799,324113,476123,334988,269976,274232,292242
SvB_BS_121,Gengångare,Jo Nesbø,M,CRIME,quot,40744,209760,382649,240744,256120,333385,373974,399690,300387,389836,442603,572424,206197,194113,241556,246476,214562,443067,268474,327549,304215
SvB_BS_122,En man som heter Ove,Fredrik Backman,M,OTHER,dash,120836,78615,79051,180274,126960,19817,119747,174869,57709,136106,110821,165070,127831,197257,123911,150044,158938,165287,118902,72517,124230
SvB_BS_123,Fjällgraven,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,dash,78551,112899,161449,299275,120000,160145,151159,151884,220435,244818,151594,203043,184493,143623,196522,179275,110145,179130,55362,154805,162930
SvB_BS_124,Helgonet,Carin Gerhardsen,F,CRIME,dash,239721,545214,503367,506013,438672,422799,163020,399711,456710,343194,357624,126263,272968,431594,264550,501443,198413,164262,125060,403559,343206
SvB_BS_126,Felicia försvann,Felicia Feldt,F,OTHER,dash,58824,40481,160127,71474,246835,78431,25316,201139,35443,70841,42378,179114,80329,108861,41746,162025,224541,52532,37318,44937,98130
SvB_BS_127,Den tomma stolen,J.K. Rowling ,F,OTHER,quot,125294,136937,106865,190747,242795,107373,102659,236888,294496,153513,189610,302944,214842,300841,235250,303439,272480,193345,203587,155863,203488
SvB_BS_129,Vattenänglar,Mons Kallentoft,M,CRIME,quot,26465,131275,266597,191136,142857,355388,319118,92418,160924,106490,290485,217857,203529,270168,176223,300210,254148,309874,100819,103151,200954
SvB_BS_130,Livet efter dig,Jojo Moyes,F,ROMANCE,quot,344313,448104,363761,329731,306623,346372,372277,374571,294733,310741,331103,261280,254804,357180,249142,400069,264368,312457,295076,199725,320823
SvB_BS_131,Inferno,Dan Brown,M,CRIME,quot,141190,213621,180264,251703,338521,183044,235163,195552,215814,194858,252536,401390,315175,160528,278388,378596,298638,180264,289368,443780,257420
SvB_BS_132,Little Bee,Chris Cleave,M,OTHER,quot,640,143436,233035,112700,388474,475032,118250,106297,294281,320171,580790,406743,372465,361580,771447,590181,381217,190781,359232,166489,318663
SvB_BS_133,Den sanna historien om Pinocchios näsa : en roman om ett brott,Leif G.W. Persson,M,CRIME,dash,448170,365696,464650,399683,381033,373400,414184,266145,511046,550646,343265,497564,478359,474000,422615,443752,417696,266599,280730,380580,408991
SvB_BS_134,Analfabeten som kunde räkna,Jonas Jonasson,M,OTHER,dash,139697,88298,85581,87699,145158,104987,206636,127887,176790,81894,65968,163594,156414,91967,74326,143412,133295,130992,160877,129827,124765
SvB_BS_135,Innan floden tar oss,Helena Thorfinn,F,OTHER,quot,112522,297312,370931,346076,295016,325679,367284,437525,369985,290963,215318,293800,380251,240038,317169,334999,262596,230447,261786,401378,307553
SvB_BS_136,Mellan rött och svart,Jan Guillou,M,OTHER,quot,41833,77133,255729,175914,262095,109878,230084,267055,109131,133345,237584,116042,111515,154238,385301,349764,185010,167515,137166,230853,186859
SvB_BS_137,Paradisoffer,Kristina Ohlsson,F,CRIME,dash,270817,236576,240856,435214,334241,468677,408445,291051,394358,326459,352724,410506,339689,389959,508171,364397,280934,370623,283658,267951,348765
SvB_BS_138,Du går inte ensam,Mari Jungstedt,F,CRIME,dash,48387,184921,294074,196924,120405,217179,166167,197674,241185,292198,248312,191673,400975,311328,261815,189797,592648,367592,100150,65641,234452
SvB_BS_139,Lyckliga gatan,Liza Marklund,F,CRIME,dash,167978,272258,362027,243974,254058,288244,421053,293163,187162,292989,319725,312346,385883,353910,461633,232661,272750,499754,68372,223370,295666
SvB_BS_140,När skönheten kom till Bro,Anna Jansson,F,CRIME,quot,68154,257399,442154,380155,336972,463983,323872,267766,479864,212033,479990,591218,540868,352984,457545,358234,313925,416444,229500,519165,374612
SvB_BS_141,Polis,Jo Nesbø,M,CRIME,quot,192272,260596,303249,477203,399251,158845,426661,455007,401391,496323,188929,449793,538174,463164,487097,363284,242145,166600,361947,29821,343090
SvB_BS_142,För mycket lycka,Alice Munro,F,PRESTIGE,quot,163032,133126,135023,148079,112588,189200,194641,295742,356668,20976,163863,238056,65213,70627,73520,67719,151610,188824,183178,116327,153400
SvB_BS_143,Kaffe med rån,Catharina Ingelman-Sundberg,F,CRIME,quot,169398,263304,448914,251756,375692,221371,281124,231375,271605,496381,152373,240102,381865,307087,303321,266709,357736,352065,337378,377395,304344
SvB_BS_144,I farans riktning,Viveca Sten,F,CRIME,quot,83733,172708,227083,478125,424375,367500,157051,155208,421667,226875,436458,379792,206042,417621,198333,422083,365833,458333,50833,277500,296355
SvB_BS_145,Min mormor hälsar och säger förlåt,Fredrik Backman,M,OTHER,dash,178089,69548,82546,153781,15361,87272,120864,332546,154456,309419,316509,289838,101114,316003,139770,268062,292370,255571,309757,307394,205014
SvB_BS_146,Mörka platser,Gillian Flynn,F,CRIME,quot,150968,168328,163994,134788,142031,126282,279110,208351,298801,168762,320861,230603,268314,350477,290276,342436,268275,317440,236671,215142,234096
SvB_BS_147,Gideons ring,Carin Gerhardsen,F,CRIME,dash,29561,263211,432564,453331,192752,432159,130593,242762,294856,214213,363231,263062,466289,155700,561968,419721,250456,350344,259769,182868,297966
SvB_BS_148,Och bergen svarade,Khaled Hosseini,M,OTHER,quot,53711,121993,87597,75059,138597,90308,86411,242291,146730,153338,43883,203660,260251,146222,204338,137750,166723,132836,134361,146755,138641
SvB_BS_149,Flaskpost från P,Jussi Adler-Olsen,M,CRIME,quot,291037,213088,292314,416552,468655,136120,147649,341078,375636,498900,489827,332463,266291,437036,313351,366236,387132,311013,242783,291764,330948
SvB_BS_150,Torka aldrig tårar utan handskar: 2. Sjukdomen,Jonas Gardell,M,OTHER,quot,87865,182753,23549,89552,58375,41446,227529,117413,138640,77612,176393,218242,193367,149585,226866,182361,335987,166833,283914,117413,154782
SvB_BS_151,Egenmäktigt förfarande : En roman om kärlek,Lena Andersson,F,PRESTIGE,dash,69815,131998,311248,213662,138675,151002,96559,45198,0,18490,345483,146379,167951,408834,72419,79096,341037,82178,363636,189009,168635
SvB_BS_152,Handen : ett fall för Wallander,Henning Mankell,M,CRIME,dash,166282,180277,268875,455316,432203,324345,324345,348228,472265,557781,423729,423729,167180,581664,509245,508475,377504,552388,457627,295840,391356
SvB_BS_153,Rörgast,Johan Theorin,M,CRIME,quot,148537,246686,149251,208986,71256,327251,356516,146497,464372,205887,185058,195386,351807,182820,250301,230332,240792,112756,213806,126184,220726
SvB_BS_154,Att inte vilja se,Jan Guillou,M,OTHER,quot,1895,158014,173773,104585,84707,163888,99659,208073,203486,162213,146457,87154,164487,91133,263028,130542,39409,81107,25199,124882,125682
SvB_BS_155,Stalker,Lars Kepler,2,CRIME,dash,138113,389966,299073,222777,390592,191705,220100,251568,319743,516391,397235,240627,134122,389451,328107,197862,255416,160086,254561,70421,268397
SvB_BS_156,Gone Girl,Gillian Flynn,F,CRIME,quot,76100,127514,255382,217857,239501,219151,314867,243383,452300,271733,224562,241736,290084,424253,320903,427361,412187,247265,278320,278791,278162
SvB_BS_157,Lejontämjaren,Camilla Läckberg,F,CRIME,quot,156001,172806,329881,369547,316978,360550,386522,483022,326091,496435,406892,354609,550424,550331,337182,323375,267527,335484,241555,321732,354344
SvB_BS_158,VIP-rummet,Jens Lapidus,M,CRIME,quot,149666,244246,317743,324722,311656,391388,276507,187528,299332,439941,362435,386192,283296,340659,321158,382480,278248,274091,282257,352688,310311
SvB_BS_159,Sophies historia,Jojo Moyes,F,ROMANCE,quot,269863,239330,164804,211392,320143,218842,244103,343318,377250,439857,296135,469584,271147,213066,301878,383923,311190,368560,321900,135341,295083
SvB_BS_160,Utan personligt ansvar,Lena Andersson,F,OTHER,dash,131988,265067,119476,181347,146481,187892,175075,231042,114808,184670,290428,323152,168576,277611,97927,173439,82902,199945,367876,259956,198985
SvB_BS_161,Sonen,Jo Nesbø,M,CRIME,quot,300905,327567,351746,332804,340105,223810,383114,297413,286032,517854,284082,420952,222663,343120,487143,385018,282971,198730,417870,394444,339917
SvB_BS_162,Än klappar hjärtan,Helena von Zweigbergk,F,OTHER,quot,160772,245269,308736,258700,242975,266106,273614,134009,107245,122753,140891,322692,277767,231166,144714,262665,411472,251004,317721,138432,230935
SvB_BS_163,Jag heter inte Miriam,Majgull Axelsson,F,OTHER,quot,52543,92963,130435,15212,147488,67302,199570,145513,186050,133067,82360,103703,268285,240436,135372,77739,183620,363189,230639,289029,157226
SvB_BS_164,Steglitsan,Donna Tartt,F,PRESTIGE,quot,190861,110784,250325,375308,322258,225336,324519,295423,372953,266717,231502,239159,285763,301089,511030,441255,414086,307186,201836,467594,306749
SvB_BS_165,De underkända,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,quot,132871,213543,369958,227414,196787,143822,178682,181237,234714,200256,128856,264464,228326,183245,210296,187078,207155,198394,283811,103870,203740
SvB_BS_166,Blå stjärnan,Jan Guillou,M,OTHER,quot,242310,212895,251023,218459,192767,187173,262968,85747,285878,297824,262435,276223,416462,218131,242514,143652,152676,253314,169367,248732,231027
SvB_BS_167,Det som inte dödar oss : Millennium 4,David Lagercrantz,M,CRIME,quot,127841,481595,203820,385806,376046,201729,66788,674195,535973,478806,135369,346486,444444,483687,672197,492820,416341,384079,392777,311210,380598
SvB_BS_168,Bombmakaren och hans kvinna,Leif G.W. Persson,M,CRIME,dash,414276,284322,475223,459500,520796,574272,244612,491351,525189,440829,283224,432121,409665,239533,352279,366369,595140,398627,449753,369028,416305
SvB_BS_169,Britt-Marie var här,Fredrik Backman,M,OTHER,dash,233517,287762,223153,191621,259537,310915,308049,279824,299890,269680,235722,264388,194708,267916,371555,223815,268578,272547,291951,244101,264961
SvB_BS_170,Mördar-Anders och hans vänner (samt en och annan ovän),Jonas Jonasson,M,OTHER,dash,159228,265265,154666,101671,211982,288306,231855,130184,217454,200461,144297,219470,235887,164747,131336,187212,143433,245392,214862,112039,187987
SvB_BS_171,Allt jag inte minns,Jonas Hassen Khemiri,M,PRESTIGE,dash,43782,44404,135341,166971,44708,159015,401764,219586,164538,226277,196108,309915,241484,148114,218066,156279,152372,71472,205292,64173,168481
SvB_BS_172,STHLM DELETE,Jens Lapidus,M,CRIME,quot,106584,225716,189576,330676,283331,317095,271184,314779,271332,206113,189401,346029,238594,282551,277425,244464,236197,298538,153528,274472,252879
SvB_BS_173,Det är något som inte stämmer,Martina Haag,F,OTHER,dash,316786,496929,104913,32770,279427,261003,469294,364567,187820,111566,220061,123400,337257,338280,107984,80901,22518,85466,17912,7168,198311
SvB_BS_174,Playground,Lars Kepler,2,CRIME,quot,83350,163448,112851,260215,271397,227735,470218,140476,214518,370197,410856,273078,156536,245172,241155,379142,120960,233632,113234,228752,235847
SvB_BS_175,Järnblod,Liza Marklund,F,CRIME,dash,200719,183825,483316,245956,454172,383984,177920,258280,282084,197946,258793,198409,435173,267009,456622,402567,303979,264117,283440,349679,304401
SvB_BS_176,Arvet efter dig,Jojo Moyes,F,ROMANCE,quot,319188,248448,451099,385841,443046,377286,397249,368730,355981,393390,479034,265392,382989,316893,393726,413353,454789,410669,304815,402617,378227
SvB_BS_177,Björndansen,Roslund & Thunberg,M,CRIME,dash,145339,90919,144255,232080,328422,200088,298923,140737,290457,238483,187885,205255,162287,398307,336339,267700,314094,305113,190193,296866,238687
SvB_BS_179,Konsten att höra hjärtslag,Jan-Philipp Sendker,M,ROMANCE,quot,25397,129101,16406,26720,63244,192857,58466,214078,137302,74358,86243,13228,89177,65344,198465,84392,43915,64832,228836,166975,98965
SvB_BS_180,Etthundra mil,Jojo Moyes,F,ROMANCE,quot,405225,399666,347045,309616,417084,408746,431907,379841,320178,385029,254401,320734,322772,261627,315731,258662,209561,195108,381879,305967,331539
SvB_BS_181,Sista brevet från din älskade,Jojo Moyes,F,ROMANCE,quot,336039,371976,388375,223413,324890,265909,237539,295015,298750,300211,384740,273583,376522,383991,385615,333117,258808,352330,286248,263517,317030
SvB_BS_182,Visning pågår,Sofie Sarenbrant,F,CRIME,quot,103232,137674,52326,272791,429203,306279,378372,457674,394559,276047,319302,126047,144618,313488,166512,325116,169263,156977,288605,271163,254462
SvB_BS_184,Lotus blues,Kristina Ohlsson,F,CRIME,dash,330478,242193,210396,378903,397372,278698,354722,272468,282178,453732,324386,419650,344631,310168,398134,323434,426504,371287,348058,384235,342580
SvB_BS_185,Offer utan ansikte,Stefan Ahnhem,M,CRIME,quot,312449,258859,356489,266487,249091,287257,311077,201479,200634,326919,282211,436635,298838,409763,259916,236916,118268,20418,395682,229641,272950
SvB_BS_186,Öppnas i händelse av min död,Liane Moriarty,F,ROMANCE,quot,71879,185433,192506,89849,239725,277767,282929,199006,169566,202256,283693,281591,398012,257121,288090,295737,433378,184477,327853,82202,237154
SvB_BS_187,Stoner,John Williams,M,OTHER,quot,97189,293333,306909,161939,99612,145697,73455,80485,116335,336242,487030,616242,349249,149818,238788,332121,217159,198303,410909,105697,240822
SvB_BS_188,I skymningen sjunger koltrasten,Linda Olsson,F,OTHER,quot,21291,23360,430436,101340,180632,497767,370319,267949,469437,520783,343181,602542,385989,273446,86568,475438,552198,634490,385435,338028,348029
SvB_BS_189,I maktens skugga,Viveca Sten,F,CRIME,quot,116431,153165,290717,293882,250422,279114,202743,327426,375738,353165,404134,447046,432278,238397,379747,486076,220253,322574,159494,391139,306196
SvB_BS_190,Jakthundarna,Jørn Lier Horst,M,CRIME,quot,243622,228320,445122,177281,198735,65718,328065,139115,134598,217480,324526,329720,124210,241364,255872,257001,279133,238257,184734,252033,233246
SvB_BS_191,Den stumma flickan,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,quot,105346,187787,248537,168170,245214,147580,105996,274007,126088,169910,211642,208670,179244,221168,347730,219393,228287,127986,140326,242683,195287
SvB_BS_192,Tre minuter,Roslund & Hellström,M,CRIME,dash,62481,185235,232960,224609,151678,270395,309620,272483,143177,191946,298285,279493,305593,148993,129605,254139,446234,205071,285906,220582,230923
SvB_BS_193,Kaninjägaren,Lars Kepler,2,CRIME,dash,85791,284331,277480,212392,155943,254841,324695,161603,156688,235364,201072,393655,293417,254841,202264,282842,252755,292821,100387,135409,227930
SvB_BS_194,Kan man dö två gånger? : En roman om ett brott,Leif G.W. Persson,M,CRIME,dash,267879,255131,446898,465174,287514,310479,211631,506685,424506,404073,459888,522314,525187,592443,504042,632561,665889,382056,495491,291557,432571
SvB_BS_196,Simma med de drunknade,Lars Mytting,M,OTHER,quot,34894,290190,381164,110379,370126,119281,136550,259569,79580,201211,192986,330247,459320,220402,278262,173224,224497,317785,248531,229167,232869
SvB_BS_197,Ljuset vi inte ser,Anthony Doerr,M,PRESTIGE,quot,115722,114304,120830,136654,208939,196520,262889,104246,108220,164751,204662,170311,109036,59697,66411,103432,155492,102155,60026,117497,134090
SvB_BS_198,Avdelning 73,Sofie Sarenbrant,F,CRIME,quot,51920,37047,76257,150081,213088,256625,151433,248242,246890,213899,260681,79232,242293,227961,289616,335587,316658,378583,97350,174419,202393
SvB_BS_199,Det andra ansiktet,Mari Jungstedt,F,CRIME,dash,39981,45422,188550,460956,348711,149752,242546,332860,184055,221959,259759,327656,81145,175580,283180,215756,247989,127040,96286,157596,209336
SvB_BS_200,Störst av allt,Malin Persson Giolito,F,CRIME,quot,64166,43039,84349,49705,105103,40754,63785,91411,113290,413445,252142,91965,434774,138043,68749,138233,65702,40937,376119,331556,150358
SvB_BS_201,Snövit ska dö,Nele Neuhaus,F,CRIME,quot,170761,151578,288416,249404,254914,267719,76980,349911,344550,340083,308517,323853,314324,377010,343657,483175,507743,402174,267570,418404,312036
SvB_BS_202,Glöm mig,Alex Schulman,M,OTHER,quot,136608,69748,85844,144449,112717,46636,42922,106892,95336,179604,103591,139496,251341,54891,66061,160957,338011,365662,221213,76383,139921
