"W","PRON","PN|NEU|SIN|IND|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","AUX","VB|KON|PRT|AKT","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
"W","AUX","VB|PRT|AKT","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","ADV","AB|SUV","-1"
"W","VERB","VB|SUP|AKT","-1"
"W","DET","DT|NEU|SIN|IND","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","PRON","PS|UTR|SIN|DEF","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
",","PUNCT","MID","-1"
"W","CCONJ","KN","-1"
"W","PRON","PN|UTR/NEU|SIN/PLU|DEF|OBJ","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","ADV","AB","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","SCONJ","SN","-1"
"W","ADV","AB","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","ADV","AB|KOM","-1"
"W","AUX","VB|PRT|AKT","-1"
"W","AUX","VB|SUP|AKT","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","ADP","PP","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
",","PUNCT","MID","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB|POS","-1"
"W","VERB","VB|INF|SFO","-1"
",","PUNCT","MID","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","SCONJ","SN","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADV","PL","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
".","PUNCT","MAD","-1"
"W","DET","DT|NEU|SIN|IND","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","PRON","HP|-|-|-","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADP","PP","-1"
"W","DET","DT|NEU|SIN|DEF","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","PART","IE","-1"
"W","AUX","VB|INF|AKT","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","ADP","PP","-1"
".","PUNCT","MAD","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADV","AB","-1"
"W","ADV","AB","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","ADV","HA","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADP","PP","-1"
"W","ADJ","JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","ADV","AB|POS","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|PLU|DEF|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","SCONJ","KN","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","DET","DT|UTR|SIN|DEF","-1"
"W","ADV","AB","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
"W","ADV","AB","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","DET","DT|UTR/NEU|PLU|DEF","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADJ","JJ|POS|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","CCONJ","KN","-1"
"W","ADJ","JJ|POS|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|PLU|DEF|GEN","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
",","PUNCT","MID","-1"
"W","SCONJ","SN","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB","-1"
"W","PART","AB","-1"
"W","ADV","AB|POS","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","PRON","PN|UTR/NEU|PLU|IND|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR/NEU|PLU|DEF","-1"
"W","ADJ","JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB|KOM","-1"
"W","CCONJ","KN","-1"
"W","ADV","AB|KOM","-1"
"W","ADV","AB|POS","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|NEU|SIN|DEF|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","NOUN","NN|NEU|SIN|DEF|NOM","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADJ","JJ|POS|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","ADP","PP","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","ADV","AB","-1"
"W","ADJ","JJ|POS|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","SCONJ","SN","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","SCONJ","KN","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","ADV","AB|POS","-1"
"W","ADJ","PC|PRF|NEU|SIN|IND|NOM","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","CCONJ","KN","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","NOUN","NN|UTR|PLU|DEF|NOM","-1"
"W","VERB","VB|INF|AKT","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","PRON","PN|UTR|SIN|IND|SUB","-1"
"W","ADV","AB","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","VERB","VB|INF|AKT","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","NUM","RG|NOM","-1"
"§","§","§","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADP","PP","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
"W","PRON","PN|UTR|SIN|IND|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR/NEU|PLU|DEF","-1"
"W","ADJ","JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|PLU|DEF|NOM","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","SCONJ","KN","-1"
"W","ADV","AB|SUV","-1"
"W","CCONJ","KN","-1"
"W","PRON","HP|-|-|-","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|SUP|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADP","PP","-1"
".","PUNCT","MAD","-1"
"W","ADV","AB","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
"W","VERB","VB|PRT|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","DET","DT|NEU|SIN|IND","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","PART","AB","-1"
"W","VERB","VB|PRT|AKT","-1"
"W","ADV","AB","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
",","PUNCT","MID","-1"
"W","ADV","AB","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|SUP|AKT","-1"
"W","ADP","PP","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PS|UTR|SIN|DEF","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
",","PUNCT","MID","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","SCONJ","HA","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRT|AKT","-1"
"W","CCONJ","KN","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|NEU|PLU|DEF|NOM","-1"
"W","SCONJ","HA","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","DET","DT|UTR|SIN|DEF","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","ADV","AB|POS","-1"
"W","ADJ","PC|PRF|NEU|SIN|IND|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","PART","AB","-1"
"W","PRON","HP|NEU|SIN|IND","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","CCONJ","KN","-1"
"W","PRON","HP|UTR|SIN|IND","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
",","PUNCT","MID","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PART","AB","-1"
"W","ADP","PP","-1"
"W","PRON","PS|UTR/NEU|PLU|DEF","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","CCONJ","KN","-1"
"W","VERB","VB|INF|AKT","-1"
"W","NOUN","NN|UTR|PLU|DEF|NOM","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|PLU|DEF|NOM","-1"
".","PUNCT","MAD","-1"
"W","CCONJ","KN","-1"
"W","PRON","PN|UTR|SIN|IND|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","PRON","PN|UTR|PLU|DEF|OBJ","-1"
"W","PRON","HP|-|-|-","-1"
"W","ADP","PP","-1"
"W","DET","DT|NEU|SIN|DEF","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","VERB","VB|PRS|SFO","-1"
"W","ADP","PP","-1"
"W","ADJ","JJ|POS|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","VERB","VB|SUP|AKT","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","PRON","PN|UTR/NEU|SIN/PLU|DEF|OBJ","-1"
".","PUNCT","MAD","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","PRON","PN|UTR/NEU|PLU|IND|SUB/OBJ","-1"
",","PUNCT","MID","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","PART","AB","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
",","PUNCT","MID","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADP","PP","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR/NEU|PLU|IND/DEF","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","SCONJ","SN","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|NEU|SIN|IND|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","PART","AB","-1"
"W","ADV","AB|SUV","-1"
"W","ADP","PP","-1"
"W","PRON","PS|NEU|SIN|DEF","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","PRON","HP|-|-|-","-1"
"W","ADV","AB|POS","-1"
"W","ADV","AB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","ADP","PP","-1"
"W","PRON","PS|UTR|SIN|DEF","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
",","PUNCT","MID","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","PRON","HP|-|-|-","-1"
"W","ADV","AB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRT|SFO","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADV","AB","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
",","PUNCT","MID","-1"
"W","PART","AB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRT|SFO","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","DET","DT|UTR|SIN|DEF","-1"
"W","ADV","AB","-1"
"W","NOUN","NN|UTR|SIN|DEF|NOM","-1"
",","PUNCT","MID","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB|POS","-1"
"W","VERB","VB|INF|AKT","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADJ","JJ|POS|UTR|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","CCONJ","KN","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","DET","DT|NEU|SIN|DEF","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","ADV","AB|POS","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|SIN|IND|GEN","-1"
"W","SCONJ","SN","-1"
"W","PRON","PN|UTR|SIN|IND|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","NUM","RG|NOM","-1"
"§","§","§","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","PROPN","PM|NOM","-1"
"W","ADP","PP","-1"
"W","PROPN","PM|NOM","-1"
"W","CCONJ","KN","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","DET","DT|NEU|SIN|IND","-1"
"W","ADV","AB|KOM","-1"
"W","CCONJ","KN","-1"
"W","ADV","AB|KOM","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","NOUN","NN|UTR|PLU|DEF|NOM","-1"
".","PUNCT","MAD","-1"
"W","DET","DT|NEU|SIN|DEF","-1"
"W","ADJ","JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","NOUN","NN|UTR|PLU|IND|NOM","-1"
"W","ADP","PP","-1"
"W","ADJ","PC|PRF|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","PRON","HP|NEU|SIN|IND","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADP","PP","-1"
"W","PRON","PS|NEU|SIN|DEF","-1"
"W","ADJ","JJ|POS|UTR/NEU|SIN|DEF|NOM","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","CCONJ","KN","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","ADP","PP","-1"
"W","PRON","HP|NEU|SIN|IND","-1"
"W","PRON","PN|UTR|SIN|DEF|SUB","-1"
"W","ADV","AB|POS","-1"
"W","ADV","AB|POS","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","DET","DT|UTR|SIN|IND","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","ADP","PP","-1"
"W","DET","HD|NEU|SIN|IND","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","ADV","AB","-1"
"W","VERB","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","VERB","VB|INF|SFO","-1"
".","PUNCT","MAD","-1"
"W","CCONJ","KN","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB","-1"
"W","ADP","PP","-1"
"W","ADJ","JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|UTR|SIN|IND|NOM","-1"
"W","VERB","VB|SUP|AKT","-1"
"W","DET","DT|NEU|SIN|IND","-1"
"W","ADV","AB|POS","-1"
"W","ADJ","PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"W","ADJ","JJ|POS|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","PART","IE","-1"
"W","VERB","VB|INF|AKT","-1"
"W","PRON","PN|UTR|SIN|DEF|OBJ","-1"
"W","ADP","PP","-1"
"W","PRON","PN|NEU|SIN|DEF|SUB/OBJ","-1"
"W","ADP","PP","-1"
"W","ADJ","PC|PRF|UTR/NEU|PLU|IND/DEF|NOM","-1"
"W","NOUN","NN|NEU|PLU|IND|NOM","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","ADV","AB|POS","-1"
"W","ADV","AB","-1"
"W","VERB","VB|SUP|AKT","-1"
"W","ADP","PP","-1"
"W","DET","DT|NEU|SIN|IND","-1"
"W","ADJ","JJ|POS|NEU|SIN|IND|NOM","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
".","PUNCT","MAD","-1"
"§","§","§","-1"
"W","NOUN","NN|NEU|SIN|IND|NOM","-1"
"W","ADV","AB","-1"
",","PUNCT","MID","-1"
"W","PRON","HP|NEU|SIN|IND","-1"
"W","AUX","VB|PRS|AKT","-1"
"W","PRON","PN|UTR|SIN|IND|SUB","-1"
"W","ADV","AB","-1"
"W","VERB","VB|INF|AKT","-1"
